loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose,status,last_payment_date,remaining_balance,payments_made,age,annual_income,employment_length_yrs,home_ownership,state,credit_score,is_default,is_delinquent,orig_year,orig_quarter,orig_yrq,income_band,age_band
L00522,B02011,2023-04-12,35500,60,13.11,C,Debt Consolidation,Current,2024-12-31,23666.67,20,22,115057,7,MORTGAGE,OH,715,0,0,2023,2,2023-Q2,4_80K-120K,1_21-25
L00523,B04191,2024-01-28,22000,36,16.16,D,Debt Consolidation,Current,2024-12-31,15277.78,11,46,64912,2,MORTGAGE,PA,649,0,0,2024,1,2024-Q1,3_55K-80K,4_45-54
L00524,B03216,2021-01-01,14800,48,15.72,D,Debt Consolidation,Current,2024-12-18,308.33,47,63,70767,9,OWN,CA,675,0,0,2021,1,2021-Q1,3_55K-80K,5_55-64
L00525,B02561,2022-09-15,18000,24,17.28,D,Personal,Fully Paid,2024-08-26,0.0,24,29,114100,1,MORTGAGE,MO,690,0,0,2022,3,2022-Q3,4_80K-120K,2_26-34
L00526,B02847,2022-08-11,6500,48,26.92,F,Debt Consolidation,Late (90+ days),2024-07-06,4567.97,21,34,31188,9,RENT,FL,575,0,1,2022,3,2022-Q3,1_Under 35K,2_26-34
L00527,B01046,2022-03-07,7800,36,25.72,F,Personal,Late (60-89 days),2024-11-06,3262.55,21,52,19552,6,MORTGAGE,IL,603,0,1,2022,1,2022-Q1,1_Under 35K,4_45-54
L00528,B02935,2023-05-31,17200,48,17.46,D,Medical,Current,2024-12-11,10391.67,19,52,38252,1,RENT,TX,673,0,0,2023,2,2023-Q2,2_35K-55K,4_45-54
L00529,B00471,2024-04-02,34000,36,17.01,D,Debt Consolidation,Current,2024-12-08,26444.44,8,38,113642,1,MORTGAGE,MD,661,0,0,2024,2,2024-Q2,4_80K-120K,3_35-44
L00530,B04380,2024-05-27,14500,60,17.31,D,Debt Consolidation,Current,2024-12-15,12808.33,7,32,34315,7,MORTGAGE,TX,630,0,0,2024,2,2024-Q2,1_Under 35K,2_26-34
L00531,B00372,2024-09-02,28600,24,21.42,E,Vacation,Current,2024-12-20,25025.0,3,47,103576,0,MORTGAGE,NJ,639,0,0,2024,3,2024-Q3,4_80K-120K,4_45-54
L00532,B03404,2022-10-22,8000,36,21.54,E,Personal,Current,2024-11-26,2222.22,26,40,25703,8,RENT,OK,595,0,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L00533,B01404,2023-08-11,39200,24,13.64,C,Debt Consolidation,Current,2024-12-15,13066.67,16,50,87823,5,MORTGAGE,CA,689,0,0,2023,3,2023-Q3,4_80K-120K,4_45-54
L00534,B03947,2023-06-24,28100,60,22.0,E,Debt Consolidation,Default,2024-10-02,10472.8,10,48,70681,3,RENT,AZ,675,1,0,2023,2,2023-Q2,3_55K-80K,4_45-54
L00535,B04076,2023-06-25,22500,48,17.57,D,Vacation,Current,2024-12-14,14062.5,18,43,61279,8,RENT,NY,650,0,0,2023,2,2023-Q2,3_55K-80K,3_35-44
L00536,B02521,2022-03-14,33400,36,12.8,C,Debt Consolidation,Current,2024-12-01,2783.33,33,44,151265,9,MORTGAGE,CA,698,0,0,2022,1,2022-Q1,5_Over 120K,3_35-44
L00537,B01008,2023-11-13,4100,36,10.03,B,Auto,Current,2024-12-10,2619.44,13,49,18000,3,RENT,CO,684,0,0,2023,4,2023-Q4,1_Under 35K,4_45-54
L00538,B03347,2023-08-28,10700,36,25.66,F,Debt Consolidation,Late (30-59 days),2024-08-30,6649.21,13,38,30020,9,MORTGAGE,FL,618,0,1,2023,3,2023-Q3,1_Under 35K,3_35-44
L00539,B00668,2021-12-14,17200,36,14.87,C,Home Improvement,Fully Paid,2024-10-15,0.0,36,60,45123,7,OWN,CA,659,0,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L00540,B01447,2024-09-11,20400,36,12.73,C,Medical,Late (90+ days),2024-07-27,8313.9,2,35,35220,5,RENT,CA,665,0,1,2024,3,2024-Q3,2_35K-55K,3_35-44
L00541,B03967,2021-06-23,23300,48,12.28,C,Debt Consolidation,Current,2024-12-04,2912.5,42,45,68325,1,RENT,TX,640,0,0,2021,2,2021-Q2,3_55K-80K,4_45-54
L00542,B01908,2022-08-05,18000,24,12.87,C,Debt Consolidation,Fully Paid,2024-10-09,0.0,24,28,58020,9,RENT,MO,711,0,0,2022,3,2022-Q3,3_55K-80K,2_26-34
L00543,B02368,2023-11-22,11900,48,28.01,F,Home Improvement,Current,2024-12-05,8677.08,13,21,31467,10,MORTGAGE,OH,637,0,0,2023,4,2023-Q4,1_Under 35K,1_21-25
L00544,B02106,2024-09-21,9600,60,20.89,E,Personal,Current,2024-12-08,9120.0,3,61,19227,7,RENT,FL,649,0,0,2024,3,2024-Q3,1_Under 35K,5_55-64
L00545,B04369,2024-07-20,19400,60,20.97,E,Debt Consolidation,Current,2024-12-08,17783.33,5,33,50236,1,OWN,TX,637,0,0,2024,3,2024-Q3,2_35K-55K,2_26-34
L00546,B03030,2024-06-22,5900,48,17.56,D,Home Improvement,Current,2024-12-06,5162.5,6,42,18000,8,MORTGAGE,TX,651,0,0,2024,2,2024-Q2,1_Under 35K,3_35-44
L00547,B00041,2022-11-18,7400,36,14.3,C,Debt Consolidation,Current,2024-12-14,2261.11,25,50,27664,5,MORTGAGE,NJ,707,0,0,2022,4,2022-Q4,1_Under 35K,4_45-54
L00548,B00126,2021-07-11,25700,48,12.96,C,Debt Consolidation,Current,2024-12-03,3747.92,41,68,98109,0,MORTGAGE,IL,682,0,0,2021,3,2021-Q3,4_80K-120K,6_65+
L00549,B00778,2022-04-27,10500,36,25.47,F,Home Improvement,Late (60-89 days),2024-10-16,5062.33,25,39,24476,10,OWN,TX,599,0,1,2022,2,2022-Q2,1_Under 35K,3_35-44
L00550,B00836,2022-09-28,11900,36,21.02,E,Business,Current,2024-12-23,2975.0,27,44,37276,10,OWN,MD,625,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L00551,B00879,2022-04-06,38400,48,21.85,E,Debt Consolidation,Current,2024-12-17,12800.0,32,41,68514,3,MORTGAGE,UT,663,0,0,2022,2,2022-Q2,3_55K-80K,3_35-44
L00552,B04490,2022-02-12,13700,60,13.56,C,Personal,Current,2024-12-25,5936.67,34,42,38379,2,RENT,FL,663,0,0,2022,1,2022-Q1,2_35K-55K,3_35-44
L00553,B00837,2021-10-29,14800,24,22.21,E,Debt Consolidation,Charged Off,2024-09-23,6408.57,13,60,36979,1,MORTGAGE,NJ,659,1,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L00554,B00525,2021-02-20,29100,36,10.91,B,Debt Consolidation,Fully Paid,2024-10-02,0.0,36,32,171510,9,MORTGAGE,OR,747,0,0,2021,1,2021-Q1,5_Over 120K,2_26-34
L00555,B01252,2021-04-05,6500,48,22.01,E,Debt Consolidation,Current,2024-11-26,541.67,44,52,24879,2,OWN,GA,622,0,0,2021,2,2021-Q2,1_Under 35K,4_45-54
L00556,B04242,2022-05-17,40000,36,14.08,C,Home Improvement,Current,2024-12-04,5555.56,31,52,113102,1,OWN,MN,715,0,0,2022,2,2022-Q2,4_80K-120K,4_45-54
L00557,B00735,2023-09-01,27600,48,17.41,D,Debt Consolidation,Current,2024-12-07,18975.0,15,54,58064,6,RENT,NJ,643,0,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L00558,B00169,2024-06-05,7500,36,17.16,D,Personal,Default,2024-10-12,3364.79,3,39,30610,9,MORTGAGE,VA,667,1,0,2024,2,2024-Q2,1_Under 35K,3_35-44
L00559,B01149,2021-05-30,27200,36,13.75,C,Business,Fully Paid,2024-10-25,0.0,36,61,108693,3,MORTGAGE,WI,718,0,0,2021,2,2021-Q2,4_80K-120K,5_55-64
L00560,B00300,2023-07-22,20600,36,22.04,E,Debt Consolidation,Late (30-59 days),2024-10-24,16381.94,15,49,73610,4,MORTGAGE,LA,628,0,1,2023,3,2023-Q3,3_55K-80K,4_45-54
L00561,B03322,2023-04-29,33000,60,6.8,A,Personal,Current,2024-12-01,22000.0,20,31,78381,9,RENT,IN,756,0,0,2023,2,2023-Q2,3_55K-80K,2_26-34
L00562,B00522,2024-07-13,12600,48,18.06,D,Debt Consolidation,Current,2024-12-31,11287.5,5,48,32718,10,RENT,TX,604,0,0,2024,3,2024-Q3,1_Under 35K,4_45-54
L00563,B00618,2024-03-24,12000,60,12.57,C,Debt Consolidation,Current,2024-12-20,10200.0,9,50,35447,9,MORTGAGE,NY,702,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L00564,B03585,2022-02-03,5800,36,12.49,C,Debt Consolidation,Current,2024-12-05,322.22,34,42,21975,3,MORTGAGE,VA,680,0,0,2022,1,2022-Q1,1_Under 35K,3_35-44
L00565,B01718,2023-02-26,13100,60,21.18,E,Home Improvement,Current,2024-11-30,8296.67,22,44,25382,5,RENT,IL,678,0,0,2023,1,2023-Q1,1_Under 35K,3_35-44
L00566,B00302,2023-10-10,21400,36,21.33,E,Debt Consolidation,Late (30-59 days),2024-10-28,12563.83,10,35,47497,10,MORTGAGE,TX,632,0,1,2023,4,2023-Q4,2_35K-55K,3_35-44
L00567,B00653,2023-03-30,9100,60,10.53,B,Personal,Default,2024-07-22,5020.24,9,38,65183,9,OWN,UT,700,1,0,2023,1,2023-Q1,3_55K-80K,3_35-44
L00568,B03302,2022-05-15,14800,36,10.51,B,Debt Consolidation,Current,2024-11-27,2055.56,31,30,33727,4,MORTGAGE,NC,726,0,0,2022,2,2022-Q2,1_Under 35K,2_26-34
L00569,B04160,2021-10-30,16700,36,13.06,C,Home Improvement,Fully Paid,2024-09-12,0.0,36,43,52547,9,MORTGAGE,FL,701,0,0,2021,4,2021-Q4,2_35K-55K,3_35-44
L00570,B02638,2024-09-05,10000,36,16.47,D,Personal,Current,2024-11-30,9166.67,3,53,35026,3,RENT,MN,652,0,0,2024,3,2024-Q3,2_35K-55K,4_45-54
L00571,B02280,2021-01-12,19200,48,13.71,C,Debt Consolidation,Current,2024-12-12,400.0,47,47,44788,6,MORTGAGE,WA,693,0,0,2021,1,2021-Q1,2_35K-55K,4_45-54
L00572,B01623,2021-08-07,12400,24,11.22,B,Personal,Fully Paid,2024-09-28,0.0,24,53,32241,4,RENT,PA,697,0,0,2021,3,2021-Q3,1_Under 35K,4_45-54
L00573,B04415,2023-05-21,16100,60,16.42,D,Debt Consolidation,Current,2024-11-26,11001.67,19,44,45068,1,MORTGAGE,FL,708,0,0,2023,2,2023-Q2,2_35K-55K,3_35-44
L00574,B01682,2022-03-25,10500,36,20.03,E,Debt Consolidation,Late (90+ days),2024-07-09,3647.48,17,41,41440,7,MORTGAGE,FL,638,0,1,2022,1,2022-Q1,2_35K-55K,3_35-44
L00575,B00092,2021-12-27,24900,36,12.51,C,Auto,Fully Paid,2024-11-19,0.0,36,53,54607,4,RENT,MI,647,0,0,2021,4,2021-Q4,2_35K-55K,4_45-54
L00576,B03707,2023-11-27,15100,36,16.52,D,Debt Consolidation,Current,2024-12-06,9647.22,13,35,68648,2,RENT,NY,663,0,0,2023,4,2023-Q4,3_55K-80K,3_35-44
L00577,B00961,2023-08-10,20700,24,20.34,E,Auto,Current,2024-12-25,6900.0,16,49,48044,9,OWN,AL,599,0,0,2023,3,2023-Q3,2_35K-55K,4_45-54
L00578,B04160,2021-04-13,18800,48,13.96,C,Debt Consolidation,Current,2024-12-21,1566.67,44,43,52547,9,MORTGAGE,FL,701,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L00579,B00844,2024-02-16,12400,48,16.53,D,Home Improvement,Current,2024-12-28,9816.67,10,46,35999,10,MORTGAGE,AZ,672,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L00580,B00219,2022-05-26,21300,60,22.03,E,Debt Consolidation,Default,2024-10-07,13369.37,13,36,72951,0,MORTGAGE,NY,601,1,0,2022,2,2022-Q2,3_55K-80K,3_35-44
L00581,B00704,2021-09-06,27500,24,17.14,D,Home Improvement,Fully Paid,2024-09-27,0.0,24,25,74900,7,MORTGAGE,VA,682,0,0,2021,3,2021-Q3,3_55K-80K,1_21-25
L00582,B00247,2023-07-24,10800,60,17.55,D,Home Improvement,Current,2024-12-01,7740.0,17,36,52905,5,RENT,NY,675,0,0,2023,3,2023-Q3,2_35K-55K,3_35-44
L00583,B04038,2021-10-01,40000,36,22.1,E,Debt Consolidation,Fully Paid,2024-11-07,0.0,36,39,124703,8,OWN,NY,675,0,0,2021,4,2021-Q4,5_Over 120K,3_35-44
L00584,B00057,2023-08-10,8600,60,27.83,F,Home Improvement,Late (60-89 days),2024-08-08,4399.6,11,31,28195,0,MORTGAGE,MI,612,0,1,2023,3,2023-Q3,1_Under 35K,2_26-34
L00585,B03960,2024-09-29,27700,36,14.93,D,Debt Consolidation,Current,2024-12-10,25391.67,3,44,117505,8,MORTGAGE,TX,670,0,0,2024,3,2024-Q3,4_80K-120K,3_35-44
L00586,B01859,2023-12-24,5900,48,13.98,C,Medical,Default,2024-09-26,3676.05,4,45,18000,2,RENT,NY,651,1,0,2023,4,2023-Q4,1_Under 35K,4_45-54
L00587,B01913,2024-02-19,5600,48,21.71,E,Home Improvement,Late (60-89 days),2024-08-31,3365.63,8,49,18177,10,RENT,GA,646,0,1,2024,1,2024-Q1,1_Under 35K,4_45-54
L00588,B04222,2024-05-04,26100,36,17.82,D,Personal,Current,2024-12-08,21025.0,7,52,54480,7,OWN,IL,674,0,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L00589,B00267,2022-10-12,4200,24,16.1,D,Auto,Fully Paid,2024-07-11,0.0,24,61,25573,7,MORTGAGE,CA,635,0,0,2022,4,2022-Q4,1_Under 35K,5_55-64
L00590,B03483,2023-06-26,16100,48,13.1,C,Debt Consolidation,Current,2024-11-26,10062.5,18,37,47095,7,MORTGAGE,MA,684,0,0,2023,2,2023-Q2,2_35K-55K,3_35-44
L00591,B01681,2024-06-08,40000,24,17.19,D,Debt Consolidation,Current,2024-12-15,30000.0,6,46,83306,9,OWN,CA,678,0,0,2024,2,2024-Q2,4_80K-120K,4_45-54
L00592,B03194,2023-10-31,16000,36,26.49,F,Debt Consolidation,Current,2024-12-09,9777.78,14,34,44888,1,MORTGAGE,CA,634,0,0,2023,4,2023-Q4,2_35K-55K,2_26-34
L00593,B01532,2023-05-24,14300,48,20.61,E,Debt Consolidation,Late (60-89 days),2024-11-26,8938.52,15,21,38806,5,RENT,TX,614,0,1,2023,2,2023-Q2,2_35K-55K,1_21-25
L00594,B02007,2024-01-28,34100,48,9.88,B,Debt Consolidation,Current,2024-12-05,26285.42,11,42,98491,4,RENT,CA,686,0,0,2024,1,2024-Q1,4_80K-120K,3_35-44
L00595,B04229,2023-07-03,17300,60,17.98,D,Home Improvement,Current,2024-12-24,12398.33,17,45,61526,5,MORTGAGE,IL,661,0,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L00596,B03451,2021-11-22,9100,36,20.86,E,Home Improvement,Charged Off,2024-09-03,1272.37,18,36,22504,4,RENT,FL,608,1,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L00597,B01020,2023-08-31,7000,36,27.06,F,Debt Consolidation,Late (60-89 days),2024-10-12,4404.52,13,47,21448,1,RENT,GA,625,0,1,2023,3,2023-Q3,1_Under 35K,4_45-54
L00598,B00318,2023-07-11,11000,36,20.21,E,Debt Consolidation,Default,2024-07-07,3621.84,3,38,30304,4,MORTGAGE,UT,628,1,0,2023,3,2023-Q3,1_Under 35K,3_35-44
L00599,B01601,2022-06-15,14400,48,16.56,D,Debt Consolidation,Current,2024-11-27,5400.0,30,39,35478,7,MORTGAGE,CA,667,0,0,2022,2,2022-Q2,2_35K-55K,3_35-44
L00600,B00711,2022-05-22,20600,60,6.84,A,Debt Consolidation,Current,2024-12-20,9956.67,31,44,51997,8,MORTGAGE,TN,764,0,0,2022,2,2022-Q2,2_35K-55K,3_35-44
L00601,B03197,2024-07-29,31100,60,13.53,C,Personal,Default,2024-09-20,18246.94,1,50,86457,9,MORTGAGE,CA,703,1,0,2024,3,2024-Q3,4_80K-120K,4_45-54
L00602,B00451,2022-07-22,24800,60,16.35,D,Personal,Current,2024-12-09,12813.33,29,41,55944,10,RENT,AL,628,0,0,2022,3,2022-Q3,3_55K-80K,3_35-44
L00603,B01882,2023-12-04,10100,60,12.86,C,Debt Consolidation,Current,2024-12-11,8080.0,12,61,22222,7,MORTGAGE,MA,688,0,0,2023,4,2023-Q4,1_Under 35K,5_55-64
L00604,B01744,2023-09-20,35300,60,14.86,C,Auto,Current,2024-11-29,26475.0,15,55,81708,1,MORTGAGE,NY,686,0,0,2023,3,2023-Q3,4_80K-120K,5_55-64
L00605,B01324,2024-07-07,40000,36,12.8,C,Home Improvement,Current,2024-11-30,34444.44,5,47,94684,0,MORTGAGE,NC,685,0,0,2024,3,2024-Q3,4_80K-120K,4_45-54
L00606,B03561,2022-05-05,25500,60,17.69,D,Home Improvement,Default,2024-08-09,8067.78,13,44,51943,9,RENT,AZ,660,1,0,2022,2,2022-Q2,2_35K-55K,3_35-44
L00607,B02681,2022-07-17,13000,48,22.06,E,Debt Consolidation,Current,2024-12-26,5145.83,29,50,58275,6,RENT,TN,627,0,0,2022,3,2022-Q3,3_55K-80K,4_45-54
L00608,B04238,2023-06-20,27400,36,26.71,F,Debt Consolidation,Late (90+ days),2024-08-26,16008.59,13,37,42976,7,RENT,MO,595,0,1,2023,2,2023-Q2,2_35K-55K,3_35-44
L00609,B03052,2021-06-08,36600,24,10.39,B,Personal,Fully Paid,2024-09-19,0.0,24,33,140715,5,MORTGAGE,IN,732,0,0,2021,2,2021-Q2,5_Over 120K,2_26-34
L00610,B02352,2022-08-09,10500,36,21.54,E,Vacation,Current,2024-12-02,2333.33,28,49,32364,7,RENT,VA,603,0,0,2022,3,2022-Q3,1_Under 35K,4_45-54
L00611,B02705,2022-04-26,6900,48,16.5,D,Personal,Default,2024-10-25,3856.57,4,44,18788,7,RENT,FL,657,1,0,2022,2,2022-Q2,1_Under 35K,3_35-44
L00612,B02641,2022-07-11,3500,48,21.07,E,Debt Consolidation,Current,2024-12-21,1385.42,29,63,18000,3,MORTGAGE,NY,645,0,0,2022,3,2022-Q3,1_Under 35K,5_55-64
L00613,B04126,2022-11-19,20600,36,21.08,E,Debt Consolidation,Current,2024-12-10,6294.44,25,28,55059,10,RENT,CT,652,0,0,2022,4,2022-Q4,3_55K-80K,2_26-34
L00614,B03449,2022-10-17,22300,48,21.39,E,Home Improvement,Current,2024-12-05,10220.83,26,37,83843,8,MORTGAGE,TN,649,0,0,2022,4,2022-Q4,4_80K-120K,3_35-44
L00615,B00695,2024-01-12,6400,36,27.2,F,Auto,Default,2024-07-08,4079.21,4,49,18000,3,RENT,AZ,575,1,0,2024,1,2024-Q1,1_Under 35K,4_45-54
L00616,B04254,2021-06-15,14500,60,27.55,F,Debt Consolidation,Default,2024-08-20,4060.22,5,28,39873,2,RENT,CA,620,1,0,2021,2,2021-Q2,2_35K-55K,2_26-34
L00617,B02194,2021-10-11,18200,48,10.12,B,Auto,Current,2024-12-27,3791.67,38,25,63356,3,MORTGAGE,SC,682,0,0,2021,4,2021-Q4,3_55K-80K,1_21-25
L00618,B00340,2021-11-05,5400,60,25.7,F,Personal,Default,2024-11-11,1203.12,6,35,34216,7,MORTGAGE,WA,596,1,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L00619,B01769,2022-04-19,31600,36,22.08,E,Auto,Current,2024-12-21,3511.11,32,43,83445,3,MORTGAGE,AZ,663,0,0,2022,2,2022-Q2,4_80K-120K,3_35-44
L00620,B00092,2023-02-24,19100,60,16.29,D,Personal,Current,2024-12-10,12096.67,22,53,54607,4,RENT,MI,647,0,0,2023,1,2023-Q1,2_35K-55K,4_45-54
L00621,B04425,2021-11-09,9800,36,26.13,F,Personal,Charged Off,2024-10-04,4186.31,26,31,26497,1,MORTGAGE,GA,581,1,0,2021,4,2021-Q4,1_Under 35K,2_26-34
L00622,B00172,2022-03-15,6100,36,26.21,F,Debt Consolidation,Default,2024-09-12,2667.44,11,32,19985,5,MORTGAGE,PA,587,1,0,2022,1,2022-Q1,1_Under 35K,2_26-34
L00623,B02750,2021-05-12,6100,36,26.21,F,Personal,Fully Paid,2024-09-11,0.0,36,39,21826,7,MORTGAGE,WA,583,0,0,2021,2,2021-Q2,1_Under 35K,3_35-44
L00624,B03103,2023-04-30,20900,48,26.78,F,Medical,Late (30-59 days),2024-09-18,15018.5,16,61,64019,4,RENT,CA,631,0,1,2023,2,2023-Q2,3_55K-80K,5_55-64
L00625,B00621,2023-04-15,8300,60,27.29,F,Medical,Current,2024-12-14,5533.33,20,32,22940,1,MORTGAGE,NY,592,0,0,2023,2,2023-Q2,1_Under 35K,2_26-34
L00626,B00989,2022-11-09,13900,48,27.95,F,Debt Consolidation,Late (90+ days),2024-08-22,9923.08,12,39,33146,5,RENT,PA,619,0,1,2022,4,2022-Q4,1_Under 35K,3_35-44
L00627,B00077,2024-01-17,6700,60,26.59,F,Personal,Current,2024-12-14,5471.67,11,43,25659,10,OWN,MN,583,0,0,2024,1,2024-Q1,1_Under 35K,3_35-44
L00628,B02199,2023-08-13,11400,36,20.62,E,Vacation,Current,2024-12-03,6333.33,16,34,26333,5,MORTGAGE,CA,646,0,0,2023,3,2023-Q3,1_Under 35K,2_26-34
L00629,B04238,2023-05-02,17900,36,22.08,E,Personal,Current,2024-12-08,8452.78,19,37,42976,7,RENT,MO,595,0,0,2023,2,2023-Q2,2_35K-55K,3_35-44
L00630,B00231,2021-05-08,10300,36,16.19,D,Debt Consolidation,Charged Off,2024-07-04,1600.51,28,33,25490,8,RENT,TX,644,1,0,2021,2,2021-Q2,1_Under 35K,2_26-34
L00631,B02176,2022-02-28,40000,36,12.81,C,Medical,Current,2024-11-28,2222.22,34,67,75155,0,MORTGAGE,MI,649,0,0,2022,1,2022-Q1,3_55K-80K,6_65+
L00632,B02908,2023-05-11,11900,60,12.0,C,Debt Consolidation,Current,2024-12-03,8131.67,19,28,72020,2,MORTGAGE,CA,687,0,0,2023,2,2023-Q2,3_55K-80K,2_26-34
L00633,B02545,2023-03-09,40000,48,17.2,D,Debt Consolidation,Current,2024-12-05,22500.0,21,71,76030,2,MORTGAGE,GA,663,0,0,2023,1,2023-Q1,3_55K-80K,6_65+
L00634,B03613,2024-04-11,5200,36,22.02,E,Home Improvement,Default,2024-10-20,1722.86,1,39,18652,5,RENT,VA,617,1,0,2024,2,2024-Q2,1_Under 35K,3_35-44
L00635,B02858,2021-02-10,16200,48,16.58,D,Debt Consolidation,Default,2024-10-15,7933.78,10,39,43170,9,MORTGAGE,VA,640,1,0,2021,1,2021-Q1,2_35K-55K,3_35-44
L00636,B01554,2024-03-25,27800,36,21.5,E,Debt Consolidation,Current,2024-12-30,20850.0,9,32,78426,1,OWN,TX,651,0,0,2024,1,2024-Q1,3_55K-80K,2_26-34
L00637,B04365,2023-02-19,13300,24,11.31,B,Home Improvement,Current,2024-12-23,1108.33,22,34,63529,1,MORTGAGE,GA,680,0,0,2023,1,2023-Q1,3_55K-80K,2_26-34
L00638,B02666,2023-09-04,18600,36,17.57,D,Personal,Current,2024-12-16,10850.0,15,25,45991,10,RENT,AZ,686,0,0,2023,3,2023-Q3,2_35K-55K,1_21-25
L00639,B03741,2021-01-13,24200,48,12.83,C,Medical,Current,2024-12-15,504.17,47,33,55108,0,RENT,MN,654,0,0,2021,1,2021-Q1,3_55K-80K,2_26-34
L00640,B00962,2022-12-22,27700,60,13.56,C,Personal,Current,2024-12-26,16620.0,24,57,70460,8,MORTGAGE,OK,721,0,0,2022,4,2022-Q4,3_55K-80K,5_55-64
L00641,B01628,2022-09-04,19400,24,10.89,B,Medical,Fully Paid,2024-10-09,0.0,24,57,111742,7,MORTGAGE,MO,758,0,0,2022,3,2022-Q3,4_80K-120K,5_55-64
L00642,B01968,2023-03-10,8200,36,16.38,D,Home Improvement,Current,2024-12-21,3416.67,21,40,37584,4,RENT,AL,679,0,0,2023,1,2023-Q1,2_35K-55K,3_35-44
L00643,B03332,2023-05-09,20400,24,12.25,C,Debt Consolidation,Current,2024-12-06,4250.0,19,23,73830,5,OWN,TX,675,0,0,2023,2,2023-Q2,3_55K-80K,1_21-25
L00644,B01075,2024-01-08,13800,36,21.32,E,Personal,Current,2024-12-25,9583.33,11,53,28596,7,MORTGAGE,CA,648,0,0,2024,1,2024-Q1,1_Under 35K,4_45-54
L00645,B03205,2024-01-24,11600,48,21.99,E,Personal,Current,2024-12-25,8941.67,11,30,32242,2,RENT,NC,592,0,0,2024,1,2024-Q1,1_Under 35K,2_26-34
L00646,B01029,2024-05-20,6200,36,21.58,E,Personal,Current,2024-12-27,4994.44,7,49,44418,7,MORTGAGE,CA,627,0,0,2024,2,2024-Q2,2_35K-55K,4_45-54
L00647,B00648,2022-03-28,24700,48,16.52,D,Debt Consolidation,Current,2024-12-01,7718.75,33,41,43640,5,MORTGAGE,CA,661,0,0,2022,1,2022-Q1,2_35K-55K,3_35-44
L00648,B03163,2023-09-27,17100,36,14.02,C,Home Improvement,Current,2024-11-26,9975.0,15,36,33857,7,RENT,NC,696,0,0,2023,3,2023-Q3,1_Under 35K,3_35-44
L00649,B00903,2022-03-26,15500,36,18.89,D,Home Improvement,Current,2024-12-28,1291.67,33,42,65768,1,MORTGAGE,IL,704,0,0,2022,1,2022-Q1,3_55K-80K,3_35-44
L00650,B04068,2022-07-13,20100,36,18.25,D,Debt Consolidation,Late (90+ days),2024-11-25,15129.73,21,45,65520,3,OWN,CA,658,0,1,2022,3,2022-Q3,3_55K-80K,4_45-54
L00651,B01504,2023-06-12,11600,24,21.87,E,Medical,Current,2024-12-06,2900.0,18,41,36264,0,RENT,WA,671,0,0,2023,2,2023-Q2,2_35K-55K,3_35-44
L00652,B02863,2023-09-22,35500,60,17.31,D,Home Improvement,Current,2024-11-28,26625.0,15,28,87795,2,OWN,CA,642,0,0,2023,3,2023-Q3,4_80K-120K,2_26-34
L00653,B04479,2021-03-01,25600,24,16.82,D,Auto,Fully Paid,2024-11-10,0.0,24,25,69152,5,MORTGAGE,CO,678,0,0,2021,1,2021-Q1,3_55K-80K,1_21-25
L00654,B02898,2023-03-08,14700,24,21.6,E,Debt Consolidation,Current,2024-12-25,1837.5,21,62,53013,1,MORTGAGE,FL,664,0,0,2023,1,2023-Q1,2_35K-55K,5_55-64
L00655,B01346,2022-11-20,17700,48,19.82,E,Personal,Current,2024-12-15,8481.25,25,24,36320,6,RENT,MO,615,0,0,2022,4,2022-Q4,2_35K-55K,1_21-25
L00656,B00490,2023-04-09,40000,60,7.9,A,Business,Current,2024-12-22,26666.67,20,52,182710,1,MORTGAGE,OH,775,0,0,2023,2,2023-Q2,5_Over 120K,4_45-54
L00657,B00426,2021-12-05,12800,60,14.24,C,Debt Consolidation,Current,2024-12-26,5120.0,36,58,37209,7,RENT,TX,692,0,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L00658,B02732,2023-08-16,28900,36,12.66,C,Debt Consolidation,Current,2024-12-07,16055.56,16,62,124014,1,MORTGAGE,AZ,756,0,0,2023,3,2023-Q3,5_Over 120K,5_55-64
L00659,B03992,2021-09-19,14800,36,16.32,D,Home Improvement,Fully Paid,2024-09-13,0.0,36,36,28736,3,RENT,KY,610,0,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L00660,B01408,2024-06-28,2100,48,19.9,E,Home Improvement,Current,2024-12-17,1837.5,6,60,18000,0,RENT,GA,619,0,0,2024,2,2024-Q2,1_Under 35K,5_55-64
L00661,B00423,2023-12-30,17300,60,10.3,B,Personal,Current,2024-12-16,13840.0,12,39,67715,8,RENT,MA,709,0,0,2023,4,2023-Q4,3_55K-80K,3_35-44
