customer_id,age,annual_income,employment_length_yrs,home_ownership,state,credit_score
B00632,60,77972,6,MORTGAGE,GA,605
B00633,40,60836,5,MORTGAGE,AZ,640
B00634,36,62910,3,OWN,CA,787
B00635,29,20532,5,MORTGAGE,NC,602
B00636,22,50393,4,MORTGAGE,TX,704
B00637,51,63814,8,MORTGAGE,NY,642
B00638,42,73197,6,MORTGAGE,VA,691
B00639,26,33496,9,MORTGAGE,TX,675
B00640,26,34116,6,RENT,NY,694
B00641,37,35747,3,RENT,WA,642
B00642,62,65842,9,MORTGAGE,NJ,746
B00643,38,86563,6,MORTGAGE,CA,655
B00644,23,39179,2,RENT,NC,661
B00645,39,80771,7,RENT,TX,685
B00646,38,52465,4,RENT,FL,614
B00647,21,45781,9,MORTGAGE,PA,644
B00648,41,43640,5,MORTGAGE,CA,661
B00649,39,73912,8,RENT,UT,654
B00650,50,58633,1,MORTGAGE,TX,760
B00651,64,171391,4,OWN,MA,692
B00652,55,30677,10,MORTGAGE,MD,694
B00653,38,65183,9,OWN,UT,700
B00654,28,36641,2,MORTGAGE,IL,650
B00655,72,30390,3,RENT,CO,612
B00656,42,48728,3,RENT,KY,626
B00657,42,52867,7,MORTGAGE,TX,639
B00658,41,244017,8,RENT,OH,695
B00659,44,44299,8,MORTGAGE,CA,614
B00660,40,26328,5,OWN,MI,585
B00661,35,56962,9,OWN,NC,715
B00662,35,18000,5,OWN,TX,664
B00663,41,46603,1,RENT,IN,687
B00664,35,49454,6,OWN,CA,681
B00665,33,75889,10,MORTGAGE,IN,679
B00666,43,83741,8,RENT,CA,735
B00667,38,37161,6,MORTGAGE,VA,626
B00668,60,45123,7,OWN,CA,659
B00669,21,32164,10,OWN,FL,677
B00670,55,26359,4,RENT,AZ,591
B00671,56,58130,4,OWN,FL,786
B00672,21,24331,10,MORTGAGE,OH,644
B00673,37,39024,9,RENT,SC,657
B00674,37,28357,3,OWN,CA,696
B00675,25,66325,5,MORTGAGE,MO,703
B00676,32,132030,4,MORTGAGE,CA,705
B00677,28,23959,2,OWN,TX,648
B00678,63,18000,10,RENT,CA,579
B00679,53,45766,4,RENT,UT,633
B00680,57,49445,9,MORTGAGE,TX,678
B00681,50,55285,2,MORTGAGE,MN,678
B00682,28,38350,6,RENT,UT,700
B00683,35,43899,0,OWN,NY,649
B00684,47,60001,8,MORTGAGE,NJ,608
B00685,27,86875,6,MORTGAGE,MA,721
B00686,50,18000,7,MORTGAGE,IL,697
B00687,39,40017,0,MORTGAGE,TX,688
B00688,37,55138,2,RENT,IL,654
B00689,50,29587,1,MORTGAGE,MA,688
B00690,47,127025,3,MORTGAGE,MA,838
B00691,37,34562,7,RENT,FL,654
B00692,55,47920,6,RENT,TX,604
B00693,29,66556,6,OWN,SC,643
B00694,49,35411,6,OWN,CA,674
B00695,49,18000,3,RENT,AZ,575
B00696,38,38724,3,RENT,CA,658
B00697,45,86352,1,RENT,MD,693
B00698,26,40729,9,OWN,MN,714
B00699,53,30775,6,RENT,FL,699
B00700,39,81562,2,MORTGAGE,CA,710
B00701,35,40866,2,RENT,OH,566
B00702,54,37027,9,MORTGAGE,FL,687
B00703,33,53220,8,MORTGAGE,IL,688
B00704,25,74900,7,MORTGAGE,VA,682
B00705,23,181669,4,MORTGAGE,TX,662
B00706,49,77263,3,RENT,NY,642
B00707,26,92773,10,MORTGAGE,MA,635
B00708,63,37112,8,RENT,NJ,570
B00709,21,27883,3,MORTGAGE,NY,645
B00710,62,50730,9,RENT,VA,626
B00711,44,51997,8,MORTGAGE,TN,764
B00712,40,27087,3,MORTGAGE,NC,638
B00713,35,44515,4,MORTGAGE,FL,706
B00714,46,61060,2,MORTGAGE,CA,601
B00715,41,59767,1,MORTGAGE,IN,642
B00716,55,64689,8,OWN,MO,670
B00717,43,57528,3,MORTGAGE,WA,626
B00718,43,37091,9,RENT,CA,633
B00719,37,36951,10,MORTGAGE,NC,642
B00720,41,25351,1,RENT,MO,634
B00721,45,130826,5,RENT,IL,777
B00722,21,49384,9,MORTGAGE,TX,672
B00723,25,43318,8,OWN,NC,673
B00724,50,29412,8,MORTGAGE,MO,668
B00725,44,246375,4,MORTGAGE,CA,793
B00726,39,27164,5,MORTGAGE,MI,641
B00727,42,38720,6,RENT,NJ,638
B00728,46,61618,10,RENT,MI,671
B00729,35,68194,3,MORTGAGE,NJ,714
B00730,32,83022,10,MORTGAGE,NJ,721
B00731,44,132479,3,MORTGAGE,TX,694
B00732,30,64756,10,OWN,FL,697
B00733,46,27424,7,RENT,MI,637
B00734,21,42560,5,MORTGAGE,CA,655
B00735,54,58064,6,RENT,NJ,643
B00736,47,152897,3,OWN,VA,708
B00737,45,22724,3,OWN,FL,696
B00738,53,94979,1,RENT,MI,687
B00739,61,54119,1,MORTGAGE,GA,665
B00740,54,77715,4,RENT,FL,615
B00741,21,46346,8,RENT,PA,643
B00742,26,30842,6,RENT,SC,637
B00743,34,74085,1,MORTGAGE,IL,638
B00744,42,70258,9,RENT,NJ,670
B00745,48,83669,6,MORTGAGE,CA,659
B00746,33,48663,10,OWN,CA,660
B00747,44,35245,7,MORTGAGE,CA,654
B00748,32,20799,2,RENT,MA,603
B00749,34,76930,5,MORTGAGE,NY,657
B00750,25,61891,7,MORTGAGE,FL,667
B00751,30,28819,0,RENT,AZ,693
B00752,25,36453,0,RENT,TX,660
B00753,30,37921,1,RENT,FL,624
B00754,54,21684,3,RENT,IL,658
B00755,30,31265,4,RENT,NY,715
B00756,73,26275,5,RENT,NC,681
B00757,47,39071,1,OWN,NY,673
B00758,44,32653,7,RENT,IL,677
B00759,31,20033,6,RENT,WI,698
B00760,50,149107,3,MORTGAGE,CO,756
B00761,35,97625,0,MORTGAGE,MO,707
B00762,43,31937,1,RENT,WI,690
B00763,72,56944,4,MORTGAGE,NC,618
B00764,40,61673,2,MORTGAGE,NJ,604
B00765,55,94381,4,MORTGAGE,NC,689
B00766,33,31249,7,RENT,MA,650
B00767,41,89380,6,MORTGAGE,GA,658
B00768,63,36266,3,OWN,CA,683
B00769,34,23512,4,RENT,MO,568
B00770,63,73004,6,MORTGAGE,TN,649
B00771,50,99699,9,RENT,MO,666
B00772,35,203485,8,MORTGAGE,TX,679
B00773,49,25340,6,OWN,FL,704
B00774,53,71998,4,RENT,FL,616
B00775,49,39128,4,RENT,OH,628
B00776,23,75421,9,RENT,TX,708
B00777,33,21834,0,OWN,IL,668
B00778,39,24476,10,OWN,TX,599
B00779,41,31992,7,RENT,FL,675
B00780,49,51196,7,RENT,WA,670
B00781,44,34454,0,RENT,WI,742
B00782,25,70437,6,MORTGAGE,CA,685
B00783,46,86231,5,RENT,NC,672
B00784,49,68170,1,RENT,CA,634
B00785,48,119411,3,RENT,CA,667
B00786,54,61617,9,MORTGAGE,WA,631
B00787,52,25102,6,MORTGAGE,AZ,698
B00788,47,103762,4,MORTGAGE,MO,689
B00789,41,35142,1,RENT,PA,672
B00790,22,80880,8,MORTGAGE,WI,736
B00791,47,116489,7,MORTGAGE,TX,601
B00792,44,63018,6,OWN,FL,716
B00793,45,21528,5,RENT,TX,644
B00794,26,29583,5,MORTGAGE,IN,664
B00795,29,101469,6,MORTGAGE,FL,653
B00796,54,44666,3,RENT,TX,624
B00797,41,51213,10,RENT,MI,678
B00798,50,74410,6,MORTGAGE,CA,767
B00799,42,71896,3,MORTGAGE,CA,710
B00800,42,57144,5,MORTGAGE,CA,712
B00801,53,43705,9,RENT,CA,646
B00802,35,41275,2,OWN,WA,629
B00803,43,78577,3,OWN,NC,642
B00804,36,66467,7,MORTGAGE,TX,647
B00805,36,42552,3,MORTGAGE,FL,571
B00806,38,88890,8,MORTGAGE,MO,651
B00807,44,45662,1,RENT,OH,633
B00808,36,30686,8,MORTGAGE,WA,640
B00809,57,32291,1,OWN,PA,653
B00810,31,28615,0,MORTGAGE,FL,660
B00811,39,42199,9,MORTGAGE,OK,653
B00812,36,96620,6,MORTGAGE,NC,661
B00813,59,31482,4,MORTGAGE,TX,569
B00814,44,54375,3,RENT,IL,637
B00815,54,34160,6,MORTGAGE,NY,610
B00816,24,42481,5,RENT,TX,672
B00817,45,21364,10,MORTGAGE,AL,678
B00818,52,43421,10,MORTGAGE,CO,691
B00819,42,44066,7,RENT,TX,685
B00820,54,65983,5,MORTGAGE,NY,661
B00821,35,55426,5,MORTGAGE,TN,640
B00822,58,25358,7,MORTGAGE,TX,614
B00823,69,88992,1,MORTGAGE,NC,619
B00824,37,55031,3,MORTGAGE,WA,700
B00825,36,54672,1,MORTGAGE,NJ,653
B00826,59,48773,1,RENT,WA,607
B00827,60,36872,2,RENT,WA,617
B00828,35,55259,5,OWN,OR,626
B00829,36,63676,8,MORTGAGE,NY,667
B00830,38,18754,5,RENT,CO,683
B00831,25,36449,4,MORTGAGE,CA,636
B00832,30,42607,1,RENT,FL,563
B00833,29,56437,6,MORTGAGE,CA,654
B00834,32,94496,3,RENT,NJ,676
B00835,41,32065,6,OWN,CA,639
B00836,44,37276,10,OWN,MD,625
B00837,60,36979,1,MORTGAGE,NJ,659
B00838,30,31544,2,MORTGAGE,CA,650
B00839,53,40499,5,MORTGAGE,WA,651
B00840,39,74902,10,MORTGAGE,WI,688
B00841,41,27457,8,OWN,VA,628
B00842,50,62025,9,RENT,CA,645
B00843,28,19224,4,MORTGAGE,WI,696
B00844,46,35999,10,MORTGAGE,AZ,672
B00845,43,40895,1,OWN,NY,686
B00846,47,123151,0,MORTGAGE,NY,748
B00847,45,42144,9,MORTGAGE,OH,674
B00848,71,18000,10,MORTGAGE,WI,677
B00849,34,18000,1,MORTGAGE,FL,576
B00850,35,49946,1,RENT,CA,666
B00851,34,68704,0,OWN,WI,661
B00852,35,60264,1,RENT,CA,731
B00853,34,53753,2,RENT,SC,697
B00854,56,92896,10,MORTGAGE,NY,657
B00855,59,36432,7,RENT,OH,665
B00856,35,80193,8,MORTGAGE,TX,681
B00857,32,19978,8,OWN,MN,659
B00858,47,29800,6,MORTGAGE,TN,606
B00859,35,18144,8,RENT,SC,654
B00860,49,42143,6,RENT,VA,644
B00861,44,47789,3,OWN,TX,668
B00862,23,52195,6,RENT,NY,630
B00863,60,50717,6,MORTGAGE,OH,635
B00864,63,29432,9,MORTGAGE,MI,693
B00865,34,44150,10,OWN,SC,612
B00866,37,21512,4,MORTGAGE,IL,602
B00867,45,103753,8,OWN,WA,686
B00868,46,41481,1,MORTGAGE,OR,622
B00869,49,37463,8,RENT,TX,615
B00870,66,117467,4,MORTGAGE,WI,700
B00871,39,24754,0,RENT,IL,583
B00872,32,26394,4,RENT,AZ,604
B00873,25,26824,6,RENT,FL,727
B00874,33,47224,1,OWN,NY,674
B00875,41,62155,10,MORTGAGE,CA,635
B00876,63,73631,1,RENT,OK,688
B00877,35,201712,10,MORTGAGE,MO,766
B00878,44,18000,7,MORTGAGE,CA,679
B00879,41,68514,3,MORTGAGE,UT,663
B00880,56,36083,4,MORTGAGE,MI,689
B00881,72,35506,8,RENT,WI,568
B00882,35,34861,6,RENT,CA,607
B00883,36,29737,7,MORTGAGE,IL,653
B00884,54,123808,4,MORTGAGE,VA,712
B00885,50,77906,5,MORTGAGE,CA,637
B00886,64,49650,10,MORTGAGE,OH,668
B00887,49,103059,2,OWN,PA,663
B00888,37,21335,4,MORTGAGE,TX,630
B00889,49,23579,3,MORTGAGE,FL,684
B00890,55,18000,8,RENT,OR,676
B00891,51,33366,8,MORTGAGE,FL,608
B00892,48,53580,3,RENT,TX,617
B00893,54,51873,1,OWN,GA,642
B00894,56,53217,0,MORTGAGE,VA,658
B00895,58,22559,4,MORTGAGE,AZ,616
B00896,49,76247,4,MORTGAGE,TN,714
B00897,39,55926,10,MORTGAGE,CA,675
B00898,43,73363,5,MORTGAGE,IL,687
B00899,56,18000,3,OWN,MA,589
B00900,32,58181,9,RENT,MN,709
B00901,46,25507,5,RENT,MI,540
B00902,37,39398,6,RENT,CA,685
B00903,42,65768,1,MORTGAGE,IL,704
B00904,57,51539,4,OWN,CA,641
B00905,44,30688,10,MORTGAGE,TN,698
B00906,42,49190,6,MORTGAGE,CA,655
B00907,25,21113,4,RENT,TX,644
B00908,50,92285,7,MORTGAGE,IL,695
B00909,49,43787,10,OWN,PA,782
B00910,67,90690,3,MORTGAGE,IL,734
B00911,38,36695,5,MORTGAGE,PA,678
B00912,44,36755,10,RENT,WA,614
B00913,44,32199,2,MORTGAGE,NY,653
B00914,60,79371,8,MORTGAGE,GA,642
B00915,40,33183,6,RENT,NY,681
B00916,45,69879,7,MORTGAGE,NY,674
B00917,49,39721,4,RENT,MI,607
B00918,44,18000,3,RENT,OH,643
B00919,36,35822,7,RENT,AZ,616
B00920,44,25629,2,RENT,NC,650
B00921,54,49943,4,RENT,IN,623
B00922,29,25470,2,MORTGAGE,PA,645
B00923,43,81575,0,MORTGAGE,OH,705
B00924,33,46625,10,MORTGAGE,VA,654
B00925,56,44458,5,RENT,TX,639
B00926,23,70315,10,OWN,IL,677
B00927,35,83295,2,OWN,MI,704
B00928,46,48481,6,MORTGAGE,CA,612
B00929,60,32075,2,RENT,PA,658
B00930,41,18477,8,RENT,MI,693
B00931,35,33613,8,RENT,OR,671
B00932,64,34910,1,MORTGAGE,CO,651
B00933,24,51993,10,RENT,FL,684
B00934,21,40545,2,MORTGAGE,OH,670
B00935,47,71565,6,MORTGAGE,CA,700
B00936,35,34991,10,OWN,FL,568
B00937,29,47506,9,RENT,MA,594
B00938,50,94013,10,MORTGAGE,TX,723
B00939,44,59160,4,RENT,FL,603
B00940,35,47428,1,MORTGAGE,LA,672
B00941,26,35204,2,RENT,MO,635
B00942,52,34603,5,MORTGAGE,MA,609
B00943,49,30704,8,RENT,WI,661
B00944,40,36404,2,RENT,TN,658
B00945,64,74281,7,MORTGAGE,CA,756
B00946,29,43389,3,RENT,GA,629
B00947,23,23333,4,MORTGAGE,PA,700
B00948,33,129636,7,MORTGAGE,NY,717
B00949,41,58453,5,MORTGAGE,MD,636
B00950,44,22610,9,OWN,PA,674
B00951,39,38444,2,RENT,CA,674
B00952,46,52103,8,MORTGAGE,FL,660
B00953,26,125182,1,OWN,FL,711
B00954,59,26649,2,MORTGAGE,CO,621
B00955,41,83853,7,MORTGAGE,NJ,644
B00956,55,105843,9,MORTGAGE,NC,719
B00957,46,34691,3,MORTGAGE,OH,640
B00958,47,42081,3,MORTGAGE,NJ,650
B00959,48,27723,6,RENT,TN,656
B00960,47,43830,2,RENT,GA,665
B00961,49,48044,9,OWN,AL,599
B00962,57,70460,8,MORTGAGE,OK,721
B00963,44,89286,2,MORTGAGE,UT,685
B00964,50,32485,5,RENT,VA,640
B00965,40,18000,8,RENT,AL,657
B00966,59,48451,4,RENT,IL,666
B00967,33,57609,7,MORTGAGE,WI,693
B00968,63,56228,0,RENT,SC,683
B00969,41,40959,6,MORTGAGE,MN,681
B00970,24,52502,2,RENT,MD,713
B00971,43,112813,9,OWN,IL,728
B00972,33,60473,4,MORTGAGE,TX,657
B00973,52,39920,3,RENT,NY,607
B00974,34,37230,9,RENT,TN,717
B00975,36,44648,0,RENT,FL,645
B00976,21,120596,4,MORTGAGE,OH,678
B00977,36,44319,4,MORTGAGE,NC,585
B00978,21,48490,3,RENT,MI,670
B00979,22,37598,10,MORTGAGE,AL,657
B00980,51,89719,8,RENT,VA,619
B00981,51,144049,1,MORTGAGE,MA,729
B00982,47,62807,8,MORTGAGE,NC,645
B00983,30,51304,5,MORTGAGE,MD,766
B00984,41,50022,10,MORTGAGE,FL,635
B00985,41,18000,3,RENT,TX,622
B00986,28,73853,6,OWN,SC,636
B00987,60,52774,5,MORTGAGE,WA,710
B00988,52,62043,5,RENT,VA,649
B00989,39,33146,5,RENT,PA,619
B00990,42,39677,2,RENT,NY,680
B00991,44,39102,8,RENT,NC,596
B00992,21,85981,5,MORTGAGE,CA,703
B00993,39,39802,10,RENT,PA,723
B00994,33,154116,3,RENT,PA,739
B00995,29,62129,7,MORTGAGE,GA,690
B00996,38,24303,10,RENT,NJ,678
B00997,63,45674,7,MORTGAGE,KY,724
B00998,49,34254,9,RENT,NJ,697
B00999,35,18000,9,OWN,CO,657
B01000,48,118149,4,MORTGAGE,NC,732
B01001,58,72166,6,RENT,NJ,635
B01002,53,65726,2,OWN,CA,698
B01003,42,53689,6,OWN,TX,619
B01004,34,22922,3,MORTGAGE,NC,628
B01005,50,37571,8,MORTGAGE,IL,540
B01006,46,77884,5,RENT,IN,689
B01007,52,27496,4,RENT,GA,619
B01008,49,18000,3,RENT,CO,684
B01009,54,43264,10,RENT,OK,669
B01010,35,45344,1,OWN,TX,700
B01011,57,52815,0,MORTGAGE,IL,616
B01012,44,73180,2,MORTGAGE,VA,712
B01013,66,69611,10,MORTGAGE,NY,753
B01014,33,56518,10,MORTGAGE,FL,692
B01015,62,94612,7,MORTGAGE,MO,714
B01016,44,21259,9,RENT,CT,648
B01017,34,64700,2,MORTGAGE,MA,645
B01018,36,69188,10,MORTGAGE,GA,699
B01019,38,24791,2,RENT,PA,583
B01020,47,21448,1,RENT,GA,625
B01021,48,32523,1,MORTGAGE,PA,577
B01022,35,34069,6,MORTGAGE,OH,621
B01023,41,74189,8,OWN,TX,697
B01024,67,34961,4,RENT,MN,669
B01025,62,30607,10,RENT,TN,649
B01026,47,35017,5,RENT,VA,656
B01027,42,90694,2,OWN,KY,605
B01028,43,49373,5,RENT,FL,642
B01029,49,44418,7,MORTGAGE,CA,627
B01030,29,46142,9,MORTGAGE,MO,629
B01031,38,99771,5,MORTGAGE,UT,710
B01032,21,32466,6,RENT,NC,613
B01033,46,101066,3,MORTGAGE,CA,662
B01034,49,55037,7,RENT,MA,577
B01035,36,44880,10,OWN,CA,643
B01036,60,193977,0,MORTGAGE,GA,695
B01037,27,27430,9,RENT,FL,648
B01038,24,40355,6,RENT,SC,614
B01039,44,24888,3,RENT,PA,648
B01040,54,82772,10,MORTGAGE,MN,670
B01041,62,124126,5,MORTGAGE,FL,766
B01042,36,122817,4,MORTGAGE,IL,718
B01043,54,96102,2,MORTGAGE,LA,610
B01044,41,43972,3,MORTGAGE,TX,604
B01045,39,40099,9,MORTGAGE,NC,654
B01046,52,19552,6,MORTGAGE,IL,603
B01047,49,150201,10,RENT,MA,595
B01048,23,63445,3,MORTGAGE,TX,719
B01049,59,37399,1,RENT,PA,679
B01050,58,101765,0,MORTGAGE,WA,708
B01051,34,28709,5,RENT,IL,621
B01052,46,61306,10,MORTGAGE,CA,681
B01053,47,44580,7,MORTGAGE,WA,626
B01054,45,69652,3,MORTGAGE,OH,677
B01055,35,47336,9,MORTGAGE,CA,619
B01056,33,22070,8,RENT,MI,703
B01057,41,51101,0,MORTGAGE,SC,595
B01058,56,87279,9,OWN,CA,728
B01059,48,48239,3,RENT,NC,658
B01060,37,75080,2,RENT,AZ,652
B01061,51,27583,2,RENT,CA,652
B01062,21,48317,5,MORTGAGE,CA,686
B01063,55,34770,4,MORTGAGE,PA,704
B01064,21,73927,3,MORTGAGE,IN,684
B01065,37,49877,2,RENT,TX,622
B01066,28,71649,8,RENT,MD,672
B01067,26,89164,10,RENT,VA,752
B01068,55,71710,8,OWN,NY,724
B01069,36,56966,3,RENT,GA,698
B01070,46,28310,3,RENT,OR,677
B01071,41,48945,2,MORTGAGE,TX,685
B01072,47,36563,1,RENT,OH,696
B01073,42,40569,6,MORTGAGE,MI,634
B01074,26,39894,6,RENT,TX,598
B01075,53,28596,7,MORTGAGE,CA,648
B01076,36,18000,7,MORTGAGE,CA,607
B01077,23,33945,3,RENT,NY,606
B01078,36,54521,4,RENT,CA,631
B01079,60,23353,7,RENT,IN,742
B01080,52,49445,4,RENT,UT,663
B01081,37,139406,2,MORTGAGE,CA,722
B01082,37,86049,4,RENT,IL,629
B01083,38,121048,3,MORTGAGE,CA,624
B01084,66,60786,1,RENT,TX,631
B01085,46,93165,9,MORTGAGE,NY,739
B01086,47,32919,9,RENT,IL,661
B01087,54,34393,2,RENT,LA,673
B01088,44,18000,1,RENT,IL,669
B01089,38,94125,8,RENT,OH,659
B01090,39,114368,2,MORTGAGE,FL,749
B01091,41,36161,4,OWN,CA,625
B01092,41,42630,1,RENT,MN,710
B01093,50,32382,2,OWN,CA,665
B01094,42,60503,8,MORTGAGE,OR,592
B01095,50,91008,9,MORTGAGE,TX,651
B01096,41,18797,2,RENT,MI,569
B01097,42,61401,4,MORTGAGE,UT,711
B01098,21,42101,1,RENT,TX,652
B01099,52,52175,1,RENT,IL,570
B01100,46,63098,10,RENT,MA,680
B01101,53,44200,7,MORTGAGE,CA,633
B01102,21,46306,6,MORTGAGE,WA,596
B01103,67,43580,8,MORTGAGE,CA,721
B01104,40,83589,9,MORTGAGE,FL,681
B01105,55,61717,9,MORTGAGE,TX,652
B01106,29,55343,0,MORTGAGE,MN,645
B01107,49,24366,2,MORTGAGE,TX,583
B01108,29,39806,7,MORTGAGE,CA,600
B01109,34,80359,4,RENT,NC,726
B01110,64,50047,10,MORTGAGE,NY,639
B01111,39,70455,7,MORTGAGE,IL,670
B01112,44,129518,10,MORTGAGE,CA,621
B01113,52,86788,2,MORTGAGE,TN,626
B01114,47,51597,9,MORTGAGE,MI,683
B01115,43,37010,3,MORTGAGE,NY,665
B01116,46,18000,10,RENT,TX,710
B01117,70,44684,2,RENT,NC,708
B01118,41,40974,5,RENT,MA,643
B01119,44,60760,8,MORTGAGE,NY,683
B01120,54,45042,5,OWN,CA,642
B01121,55,41101,5,OWN,TX,735
B01122,56,18422,10,RENT,VA,686
B01123,49,29231,4,MORTGAGE,CT,653
B01124,28,63713,6,RENT,CA,673
B01125,61,125963,0,MORTGAGE,NY,758
B01126,28,46460,9,MORTGAGE,CA,679
B01127,45,58705,7,OWN,NY,725
B01128,32,82773,4,MORTGAGE,IL,588
B01129,41,31382,0,MORTGAGE,SC,666
B01130,45,59978,6,MORTGAGE,CA,643
B01131,45,32621,0,RENT,MA,718
B01132,47,78877,0,RENT,IL,736
B01133,61,53277,6,RENT,MO,661
B01134,47,57765,2,RENT,OH,723
B01135,39,31874,2,RENT,CA,719
B01136,53,72320,7,OWN,LA,673
B01137,56,154290,0,MORTGAGE,CA,815
B01138,27,28159,3,MORTGAGE,MI,644
B01139,49,40665,2,MORTGAGE,CO,644
B01140,50,55680,6,MORTGAGE,CA,695
B01141,38,75547,7,MORTGAGE,GA,658
B01142,58,36035,8,MORTGAGE,MO,653
B01143,40,18000,3,RENT,CT,696
B01144,43,103523,1,OWN,AZ,689
B01145,39,74479,1,MORTGAGE,FL,604
B01146,42,18795,4,MORTGAGE,WA,655
B01147,28,35095,10,RENT,WA,621
B01148,24,116134,2,RENT,WA,729
B01149,61,108693,3,MORTGAGE,WI,718
B01150,31,82145,1,OWN,CA,735
B01151,30,44495,6,RENT,CA,691
B01152,21,51310,7,MORTGAGE,NJ,702
B01153,34,45614,7,OWN,KY,628
B01154,26,91174,9,MORTGAGE,PA,713
B01155,61,30281,5,MORTGAGE,OR,725
B01156,54,31470,1,RENT,AL,620
B01157,33,85446,3,MORTGAGE,MN,750
B01158,69,47839,7,RENT,SC,634
B01159,53,104627,6,OWN,MN,654
B01160,38,33882,6,MORTGAGE,MO,660
B01161,21,47565,7,OWN,WA,685
B01162,69,29515,7,RENT,CA,683
B01163,25,49219,9,RENT,TX,619
B01164,22,21737,6,RENT,TX,659
B01165,54,37488,8,RENT,CA,623
B01166,71,22249,3,OWN,CA,582
B01167,58,71801,7,MORTGAGE,SC,633
B01168,48,72701,10,RENT,VA,640
B01169,49,18927,4,RENT,NY,661
B01170,52,102092,8,MORTGAGE,IN,733
B01171,51,193605,8,OWN,OH,679
B01172,45,50277,0,MORTGAGE,TX,672
B01173,43,34454,6,RENT,CO,602
B01174,41,231742,1,MORTGAGE,NY,785
B01175,32,23731,10,RENT,WA,618
B01176,38,49565,9,MORTGAGE,FL,615
B01177,21,54110,1,MORTGAGE,OH,692
B01178,40,102727,1,MORTGAGE,MO,664
B01179,30,59745,6,RENT,TX,650
B01180,28,37262,4,MORTGAGE,OK,562
B01181,44,29052,0,MORTGAGE,CA,684
B01182,58,40619,6,RENT,GA,685
B01183,53,28174,4,RENT,SC,646
B01184,23,50327,1,MORTGAGE,LA,597
B01185,30,35943,9,RENT,FL,698
B01186,53,21553,10,MORTGAGE,TX,615
B01187,30,97765,8,RENT,AZ,666
B01188,39,37282,9,RENT,CA,743
B01189,48,24404,2,OWN,OH,615
B01190,30,44687,3,RENT,IN,684
B01191,43,50899,2,MORTGAGE,NC,681
B01192,25,18759,8,MORTGAGE,TX,656
B01193,34,58829,10,MORTGAGE,OH,674
B01194,45,27558,8,MORTGAGE,SC,660
B01195,22,125626,9,MORTGAGE,MI,711
B01196,47,65393,7,RENT,AZ,664
B01197,41,39342,4,MORTGAGE,NY,712
B01198,48,32537,4,RENT,TX,595
B01199,44,46270,1,OWN,FL,696
B01200,58,68667,0,MORTGAGE,GA,701
B01201,43,48338,7,MORTGAGE,FL,685
B01202,36,43502,5,RENT,GA,699
B01203,43,50620,6,RENT,WA,654
B01204,48,35167,6,OWN,AZ,575
B01205,42,40588,3,RENT,TX,649
B01206,42,18000,5,MORTGAGE,TN,600
B01207,33,83746,5,MORTGAGE,VA,647
B01208,34,57776,4,RENT,CA,612
B01209,25,32035,9,RENT,CA,628
B01210,62,139288,5,MORTGAGE,NJ,684
B01211,27,51423,6,OWN,NY,563
B01212,33,27725,9,RENT,TX,673
B01213,33,78527,9,OWN,CA,762
B01214,52,61018,9,RENT,TX,688
B01215,38,60901,3,RENT,KY,656
B01216,56,38786,0,RENT,AZ,649
B01217,33,62803,3,MORTGAGE,GA,648
B01218,45,42447,3,MORTGAGE,LA,657
B01219,31,66553,10,MORTGAGE,MI,665
B01220,67,18000,7,RENT,AZ,606
B01221,27,38613,1,RENT,FL,719
B01222,45,126397,1,MORTGAGE,NC,641
B01223,49,32148,2,OWN,TX,676
B01224,46,35167,7,MORTGAGE,IL,645
B01225,39,38315,8,MORTGAGE,CA,727
B01226,40,25130,9,OWN,TX,657
B01227,42,18000,10,RENT,CA,625
B01228,40,43181,2,MORTGAGE,IL,644
B01229,53,52824,3,MORTGAGE,MD,661
B01230,68,47625,3,MORTGAGE,NY,611
B01231,35,45266,4,MORTGAGE,MD,624
B01232,25,50195,10,MORTGAGE,NJ,586
B01233,40,86039,6,MORTGAGE,OH,641
B01234,72,44145,8,MORTGAGE,FL,658
B01235,32,35748,5,MORTGAGE,SC,662
B01236,61,41998,0,MORTGAGE,CA,574
B01237,62,67416,1,MORTGAGE,WA,662
B01238,35,106576,6,RENT,MI,712
B01239,48,34700,8,MORTGAGE,PA,643
B01240,61,51762,2,MORTGAGE,FL,633
B01241,37,59047,8,MORTGAGE,IL,646
B01242,39,28398,9,RENT,CO,624
B01243,35,49574,4,MORTGAGE,MD,632
B01244,29,21892,8,RENT,LA,649
B01245,34,18527,4,MORTGAGE,NY,732
B01246,27,59976,7,RENT,IL,633
B01247,42,39690,8,MORTGAGE,CA,639
B01248,32,54789,10,RENT,LA,658
B01249,44,48540,4,RENT,NY,629
B01250,23,28652,4,OWN,IL,690
B01251,45,47815,2,RENT,MN,562
B01252,52,24879,2,OWN,GA,622
B01253,21,105349,7,MORTGAGE,NC,721
B01254,46,23253,10,MORTGAGE,TX,631
B01255,56,44016,4,RENT,OH,621
B01256,27,27632,2,MORTGAGE,SC,663
B01257,62,67086,3,RENT,NC,703
B01258,47,40852,5,MORTGAGE,FL,661
B01259,33,36854,3,MORTGAGE,CA,618
B01260,41,78375,3,RENT,NY,692
B01261,48,49820,8,OWN,NC,641
B01262,42,65130,0,RENT,CA,696
B01263,48,28574,6,MORTGAGE,MI,705
B01264,30,22637,8,RENT,GA,540
B01265,44,51998,3,MORTGAGE,MA,663
