loan_id,status,last_payment_date,remaining_balance,payments_made
L01232,Current,2024-12-20,5862.5,27
L01233,Default,2024-09-11,14145.16,3
L01234,Late (90+ days),2024-10-25,8435.39,28
L01235,Current,2024-12-30,29916.67,8
L01236,Current,2024-12-11,9027.78,23
L01237,Fully Paid,2024-08-18,0.0,36
L01238,Fully Paid,2024-08-18,0.0,36
L01239,Current,2024-12-12,7833.33,28
L01240,Current,2024-12-03,20825.0,25
L01241,Late (60-89 days),2024-09-22,3994.69,12
L01242,Current,2024-12-22,5075.0,36
L01243,Late (90+ days),2024-10-14,9308.87,18
L01244,Fully Paid,2024-11-04,0.0,36
L01245,Late (60-89 days),2024-10-29,12234.04,7
L01246,Default,2024-10-15,4511.96,6
L01247,Current,2024-12-30,18960.0,12
L01248,Current,2024-12-14,11270.0,14
L01249,Current,2024-12-17,2119.44,29
L01250,Current,2024-12-17,5450.0,36
L01251,Fully Paid,2024-10-03,0.0,24
L01252,Current,2024-12-30,11083.33,15
L01253,Current,2024-12-09,4777.78,28
L01254,Current,2024-12-26,5011.11,25
L01255,Current,2024-12-01,2200.0,40
L01256,Current,2024-12-23,10388.89,16
L01257,Current,2024-11-29,5880.0,42
L01258,Fully Paid,2024-08-03,0.0,36
L01259,Current,2024-12-08,4422.22,32
L01260,Default,2024-10-15,6517.34,11
L01261,Current,2024-12-07,24555.56,10
L01262,Late (60-89 days),2024-07-29,3128.72,18
L01263,Fully Paid,2024-08-02,0.0,36
L01264,Default,2024-10-27,4906.78,12
L01265,Fully Paid,2024-10-21,0.0,36
L01266,Current,2024-12-19,4816.67,30
L01267,Current,2024-12-17,14791.67,11
L01268,Current,2024-12-29,4340.0,39
L01269,Current,2024-12-05,5804.17,17
L01270,Current,2024-12-31,18376.67,23
L01271,Current,2024-12-14,2183.33,30
L01272,Current,2024-12-05,31111.11,8
L01273,Current,2024-12-17,10508.33,22
L01274,Late (60-89 days),2024-10-11,9766.51,3
L01275,Current,2024-12-18,416.67,23
L01276,Current,2024-12-27,6766.67,40
L01277,Late (90+ days),2024-10-17,4210.4,25
L01278,Current,2024-12-03,22000.0,16
L01279,Fully Paid,2024-07-29,0.0,36
L01280,Current,2024-12-11,29700.0,6
L01281,Default,2024-08-06,3548.24,4
L01282,Current,2024-12-16,2108.33,25
L01283,Current,2024-12-04,33250.0,6
L01284,Late (30-59 days),2024-08-20,7706.03,29
L01285,Default,2024-11-21,12376.52,2
L01286,Fully Paid,2024-08-26,0.0,36
L01287,Default,2024-09-12,10037.77,1
L01288,Current,2024-12-06,10833.33,16
L01289,Current,2024-11-27,9100.0,27
L01290,Late (90+ days),2024-07-20,16149.35,2
L01291,Current,2024-12-29,13244.44,20
L01292,Charged Off,2024-07-21,2363.92,11
L01293,Current,2024-12-25,3833.33,38
L01294,Current,2024-12-03,3760.0,44
L01295,Current,2024-12-02,1600.0,45
L01296,Current,2024-12-29,3250.0,27
L01297,Current,2024-12-16,3116.67,14
L01298,Current,2024-11-28,6116.67,40
L01299,Fully Paid,2024-07-17,0.0,36
L01300,Current,2024-12-06,1455.56,32
L01301,Current,2024-12-29,4722.22,11
L01302,Charged Off,2024-07-12,7700.39,13
L01303,Default,2024-08-24,9995.76,10
L01304,Current,2024-11-28,5160.0,17
L01305,Current,2024-12-28,3683.33,23
L01306,Current,2024-12-19,4166.67,11
L01307,Current,2024-12-13,3383.33,19
L01308,Current,2024-12-03,10733.33,8
L01309,Fully Paid,2024-08-22,0.0,36
L01310,Current,2024-12-12,6488.89,20
L01311,Current,2024-12-13,8158.33,3
L01312,Fully Paid,2024-08-05,0.0,24
L01313,Default,2024-10-20,3279.57,2
L01314,Current,2024-12-04,4350.0,6
L01315,Current,2024-12-13,7066.67,20
L01316,Current,2024-12-28,4960.0,29
L01317,Current,2024-11-28,550.0,45
L01318,Current,2024-12-22,8161.11,23
L01319,Current,2024-12-02,1983.33,33
L01320,Current,2024-12-03,11312.5,18
L01321,Current,2024-12-26,13790.0,18
L01322,Current,2024-11-29,1555.56,32
L01323,Current,2024-12-24,8486.11,23
L01324,Fully Paid,2024-10-16,0.0,36
L01325,Current,2024-11-27,6030.56,23
L01326,Current,2024-12-23,27152.78,11
L01327,Current,2024-12-06,22680.0,4
L01328,Late (90+ days),2024-08-18,10788.5,12
L01329,Fully Paid,2024-09-10,0.0,36
L01330,Current,2024-12-03,19435.0,21
L01331,Current,2024-12-30,7777.78,29
L01332,Current,2024-12-20,5250.0,35
L01333,Fully Paid,2024-08-07,0.0,24
L01334,Current,2024-12-19,9603.33,17
L01335,Fully Paid,2024-08-07,0.0,36
L01336,Current,2024-12-26,23655.0,3
L01337,Default,2024-09-28,3469.4,16
L01338,Default,2024-09-10,5394.65,1
L01339,Current,2024-12-21,11644.44,4
L01340,Current,2024-12-24,22233.33,7
L01341,Charged Off,2024-11-08,1722.96,25
L01342,Current,2024-12-24,1626.67,44
L01343,Current,2024-12-03,3208.33,25
L01344,Current,2024-12-08,5666.67,31
L01345,Charged Off,2024-11-10,8665.73,14
L01346,Default,2024-07-20,6798.37,4
L01347,Current,2024-12-07,594.44,34
L01348,Default,2024-07-24,4757.09,9
L01349,Current,2024-12-21,28888.89,10
L01350,Current,2024-12-07,1425.0,33
L01351,Default,2024-07-14,3163.34,2
L01352,Current,2024-12-07,2250.0,33
L01353,Current,2024-12-29,10866.67,32
L01354,Current,2024-12-21,7714.58,25
L01355,Fully Paid,2024-09-07,0.0,24
L01356,Current,2024-12-22,32970.83,7
L01357,Current,2024-12-21,1321.67,47
L01358,Current,2024-12-22,1361.11,29
L01359,Fully Paid,2024-10-17,0.0,24
L01360,Current,2024-12-28,2231.25,39
L01361,Late (90+ days),2024-08-16,13137.15,9
L01362,Current,2024-12-12,2620.83,31
L01363,Fully Paid,2024-09-13,0.0,36
L01364,Current,2024-12-03,10266.67,40
L01365,Current,2024-12-13,16530.0,3
L01366,Current,2024-12-20,700.0,46
L01367,Fully Paid,2024-11-01,0.0,36
L01368,Fully Paid,2024-10-29,0.0,36
L01369,Current,2024-12-19,5303.33,23
L01370,Current,2024-12-31,5914.58,31
L01371,Default,2024-09-28,4152.9,1
L01372,Current,2024-12-31,11027.78,26
L01373,Fully Paid,2024-08-06,0.0,36
L01374,Fully Paid,2024-07-27,0.0,36
L01375,Current,2024-11-30,3300.0,30
L01376,Current,2024-11-27,791.67,44
L01377,Current,2024-12-31,6075.0,39
L01378,Current,2024-11-30,8083.33,19
L01379,Current,2024-12-16,18000.0,12
L01380,Current,2024-12-18,9200.0,40
L01381,Current,2024-12-01,2062.5,43
L01382,Current,2024-12-02,5833.33,15
L01383,Current,2024-12-05,8602.78,17
L01384,Current,2024-12-03,24296.67,23
L01385,Current,2024-12-26,10030.56,13
L01386,Current,2024-12-31,16553.33,8
L01387,Current,2024-12-16,3316.67,40
L01388,Current,2024-11-26,11180.0,17
L01389,Default,2024-09-21,3165.26,7
L01390,Current,2024-11-26,10937.5,33
L01391,Current,2024-12-18,5175.0,6
L01392,Fully Paid,2024-11-19,0.0,36
L01393,Current,2024-12-20,28175.0,3
L01394,Default,2024-10-25,3130.37,4
L01395,Fully Paid,2024-11-17,0.0,24
L01396,Current,2024-12-09,9288.89,17
L01397,Default,2024-11-22,6083.35,1
L01398,Fully Paid,2024-10-25,0.0,36
L01399,Current,2024-12-29,6148.33,43
L01400,Late (30-59 days),2024-07-07,13115.92,13
L01401,Current,2024-12-12,9333.33,20
L01402,Current,2024-12-10,15772.22,19
L01403,Fully Paid,2024-11-09,0.0,36
L01404,Current,2024-12-28,5133.33,14
L01405,Current,2024-12-25,18450.0,18
L01406,Late (90+ days),2024-08-17,4758.98,26
L01407,Fully Paid,2024-10-17,0.0,24
L01408,Current,2024-12-21,4000.0,26
L01409,Current,2024-12-13,11018.75,7
L01410,Current,2024-11-26,3979.17,38
L01411,Current,2024-12-20,718.75,43
L01412,Fully Paid,2024-08-07,0.0,36
L01413,Default,2024-07-06,6596.69,11
L01414,Current,2024-12-08,15912.5,5
L01415,Default,2024-11-22,12423.21,1
L01416,Late (30-59 days),2024-11-08,5839.54,6
L01417,Current,2024-12-12,7475.0,11
L01418,Current,2024-12-11,4361.11,26
L01419,Current,2024-12-08,11104.17,22
L01420,Current,2024-12-07,16111.11,7
L01421,Current,2024-12-27,24240.0,12
L01422,Late (90+ days),2024-08-14,16409.08,16
L01423,Default,2024-07-14,2440.24,6
L01424,Current,2024-12-27,13566.67,13
L01425,Current,2024-12-13,10420.83,7
L01426,Current,2024-12-01,3200.0,18
L01427,Current,2024-12-23,3762.5,41
L01428,Fully Paid,2024-10-31,0.0,36
L01429,Current,2024-12-14,35383.33,3
L01430,Current,2024-12-10,11091.67,4
L01431,Current,2024-11-28,14155.56,10
L01432,Default,2024-08-18,3900.02,8
L01433,Default,2024-07-20,5890.68,10
L01434,Current,2024-12-18,8137.5,17
L01435,Late (60-89 days),2024-10-09,5427.08,26
L01436,Late (60-89 days),2024-11-17,18872.93,15
L01437,Default,2024-11-04,4813.19,8
L01438,Default,2024-07-08,1206.46,3
L01439,Current,2024-11-28,4166.67,21
L01440,Current,2024-12-26,12204.17,19
L01441,Current,2024-12-01,5672.92,41
L01442,Current,2024-12-13,1638.89,26
L01443,Current,2024-12-04,13836.11,19
L01444,Fully Paid,2024-09-11,0.0,24
L01445,Default,2024-09-26,8028.06,0
L01446,Fully Paid,2024-07-20,0.0,24
L01447,Current,2024-12-09,5872.22,22
L01448,Charged Off,2024-10-29,3892.02,11
L01449,Current,2024-11-30,11555.56,16
L01450,Current,2024-11-28,1302.08,43
L01451,Fully Paid,2024-07-27,0.0,36
L01452,Fully Paid,2024-07-28,0.0,36
L01453,Fully Paid,2024-10-16,0.0,24
L01454,Current,2024-12-17,12800.0,18
L01455,Fully Paid,2024-09-18,0.0,36
L01456,Current,2024-12-19,5172.22,22
L01457,Fully Paid,2024-12-01,0.0,36
L01458,Default,2024-11-01,4882.87,2
L01459,Current,2024-12-30,2468.75,43
L01460,Default,2024-08-04,4045.9,4
L01461,Default,2024-11-01,3138.59,1
L01462,Current,2024-12-18,6644.44,10
L01463,Current,2024-12-05,3238.89,25
L01464,Current,2024-12-05,2450.0,39
L01465,Current,2024-12-29,9400.0,20
L01466,Current,2024-12-10,12500.0,24
L01467,Current,2024-12-09,13658.33,3
L01468,Current,2024-11-26,6585.42,19
L01469,Fully Paid,2024-10-08,0.0,36
L01470,Late (30-59 days),2024-11-29,3037.22,26
L01471,Current,2024-12-19,5316.67,7
L01472,Current,2024-12-13,3694.44,26
L01473,Fully Paid,2024-09-27,0.0,24
L01474,Fully Paid,2024-11-14,0.0,36
L01475,Current,2024-12-12,7962.5,9
L01476,Current,2024-12-12,24354.17,13
L01477,Current,2024-11-29,9000.0,33
L01478,Current,2024-11-26,5098.33,37
L01479,Default,2024-09-10,7441.53,0
L01480,Current,2024-12-31,21000.0,15
L01481,Default,2024-11-02,3007.96,4
L01482,Current,2024-12-10,2466.67,40
L01483,Current,2024-12-10,3566.67,24
L01484,Current,2024-12-06,4841.67,10
L01485,Late (90+ days),2024-07-09,4244.11,12
L01486,Default,2024-11-24,4970.14,21
L01487,Current,2024-12-20,6045.0,29
L01488,Current,2024-12-19,8025.0,9
L01489,Current,2024-12-10,6953.33,32
L01490,Current,2024-12-10,5458.33,19
L01491,Current,2024-12-01,18344.44,10
L01492,Current,2024-12-01,17412.5,6
L01493,Default,2024-11-22,6405.57,1
L01494,Current,2024-12-23,17955.56,4
L01495,Default,2024-07-31,6004.13,3
L01496,Default,2024-10-23,16365.61,21
L01497,Late (90+ days),2024-08-06,9101.16,4
L01498,Current,2024-11-27,4766.67,3
L01499,Current,2024-12-10,3402.78,29
L01500,Fully Paid,2024-08-05,0.0,36
L01501,Current,2024-12-05,5250.0,35
L01502,Current,2024-12-28,4958.33,29
L01503,Current,2024-11-28,4125.0,27
L01504,Current,2024-12-12,4338.89,25
L01505,Current,2024-12-11,3250.0,24
L01506,Fully Paid,2024-07-12,0.0,36
L01507,Fully Paid,2024-07-17,0.0,24
L01508,Fully Paid,2024-11-27,0.0,36
L01509,Current,2024-12-18,9375.0,9
L01510,Current,2024-12-10,12375.0,3
L01511,Current,2024-12-09,7066.67,20
L01512,Current,2024-12-27,6800.0,43
L01513,Fully Paid,2024-10-24,0.0,24
L01514,Late (30-59 days),2024-09-21,9024.11,4
L01515,Fully Paid,2024-11-24,0.0,36
L01516,Current,2024-12-10,2153.33,41
L01517,Current,2024-12-07,11250.0,12
L01518,Current,2024-11-27,18000.0,33
L01519,Default,2024-10-20,20543.83,8
L01520,Current,2024-12-07,7130.56,19
L01521,Current,2024-12-20,6861.11,17
L01522,Current,2024-12-24,6947.92,25
L01523,Current,2024-12-12,8708.33,37
L01524,Current,2024-12-11,20833.33,23
L01525,Current,2024-12-29,3910.0,26
L01526,Current,2024-12-14,6333.33,26
L01527,Current,2024-12-05,20475.0,9
L01528,Default,2024-11-09,8821.41,3
L01529,Charged Off,2024-07-27,7642.82,18
L01530,Current,2024-12-16,1350.0,44
L01531,Fully Paid,2024-08-28,0.0,36
L01532,Fully Paid,2024-08-08,0.0,24
L01533,Late (90+ days),2024-09-15,1844.38,3
L01534,Fully Paid,2024-10-07,0.0,36
L01535,Current,2024-11-28,7830.0,42
L01536,Current,2024-12-12,7777.78,29
L01537,Default,2024-10-18,3765.76,6
L01538,Current,2024-12-24,8616.67,3
L01539,Current,2024-12-08,4108.33,19
L01540,Current,2024-12-29,7116.67,15
L01541,Current,2024-12-19,17883.33,7
L01542,Default,2024-11-08,4658.43,5
L01543,Late (60-89 days),2024-08-10,16890.11,12
L01544,Current,2024-11-29,5211.11,29
L01545,Current,2024-12-30,1000.0,33
L01546,Current,2024-12-01,9395.83,13
L01547,Charged Off,2024-07-26,2976.51,9
L01548,Fully Paid,2024-10-23,0.0,24
L01549,Current,2024-12-19,7612.5,19
L01550,Fully Paid,2024-09-05,0.0,36
L01551,Current,2024-12-01,2911.11,28
L01552,Current,2024-11-28,13833.33,8
L01553,Current,2024-12-12,3150.0,15
L01554,Current,2024-12-11,14650.0,12
L01555,Current,2024-12-22,13406.25,3
L01556,Current,2024-12-25,5031.25,27
L01557,Fully Paid,2024-07-22,0.0,36
L01558,Current,2024-12-23,7625.0,33
L01559,Default,2024-10-10,6768.09,7
L01560,Current,2024-12-29,17254.17,7
L01561,Late (60-89 days),2024-08-06,7094.52,27
L01562,Fully Paid,2024-08-24,0.0,36
L01563,Current,2024-11-28,511.11,34
L01564,Current,2024-12-24,6200.0,27
L01565,Current,2024-12-31,916.67,33
L01566,Fully Paid,2024-09-13,0.0,24
L01567,Current,2024-12-29,15000.0,30
L01568,Fully Paid,2024-11-09,0.0,24
L01569,Late (60-89 days),2024-09-07,17922.57,16
L01570,Current,2024-12-02,2175.0,39
L01571,Current,2024-12-29,833.33,47
L01572,Current,2024-12-25,16041.67,14
L01573,Late (90+ days),2024-07-21,9218.26,12
L01574,Late (90+ days),2024-09-13,4127.53,22
L01575,Fully Paid,2024-11-26,0.0,24
L01576,Current,2024-12-12,8050.0,22
L01577,Current,2024-12-18,12900.0,12
L01578,Current,2024-12-11,6500.0,32
L01579,Default,2024-10-11,2135.04,6
L01580,Current,2024-12-19,20294.44,10
L01581,Current,2024-12-13,22406.25,3
L01582,Current,2024-12-14,15420.0,24
L01583,Current,2024-11-27,3406.25,43
L01584,Current,2024-12-11,9880.0,21
L01585,Current,2024-12-03,2125.0,45
L01586,Current,2024-12-24,12460.0,18
L01587,Default,2024-09-23,10847.38,15
L01588,Default,2024-10-24,4010.57,4
L01589,Fully Paid,2024-10-22,0.0,36
L01590,Current,2024-12-14,6120.0,26
L01591,Default,2024-11-02,4052.13,4
L01592,Late (30-59 days),2024-11-28,17703.6,17
L01593,Current,2024-11-26,15675.0,9
L01594,Default,2024-07-23,5673.37,10
L01595,Current,2024-12-25,18833.33,4
L01596,Current,2024-12-18,13393.33,19
L01597,Current,2024-11-27,3833.33,28
L01598,Late (90+ days),2024-09-03,2632.25,22
L01599,Current,2024-11-26,13400.0,20
L01600,Fully Paid,2024-09-11,0.0,36
L01601,Current,2024-12-14,4111.11,26
L01602,Charged Off,2024-10-26,840.61,12
L01603,Current,2024-12-13,31500.0,6
L01604,Current,2024-12-16,6000.0,16
L01605,Current,2024-12-21,4838.89,23
L01606,Charged Off,2024-11-13,5874.79,24
L01607,Current,2024-12-12,11550.0,18
L01608,Fully Paid,2024-09-06,0.0,36
L01609,Charged Off,2024-07-16,14934.75,13
L01610,Current,2024-12-03,10780.0,18
L01611,Current,2024-12-28,17466.67,8
L01612,Current,2024-12-23,6044.44,20
L01613,Current,2024-12-30,12066.67,12
L01614,Late (90+ days),2024-08-03,10685.16,32
L01615,Late (60-89 days),2024-11-19,7654.7,13
L01616,Current,2024-12-25,6850.0,27
L01617,Late (60-89 days),2024-08-25,16000.83,18
L01618,Current,2024-12-28,7020.0,33
L01619,Current,2024-12-26,10266.67,25
L01620,Charged Off,2024-08-14,1789.54,16
L01621,Current,2024-12-06,1562.5,42
L01622,Current,2024-12-20,3712.5,13
L01623,Current,2024-12-03,34444.44,5
L01624,Fully Paid,2024-09-01,0.0,36
L01625,Current,2024-12-12,14466.67,12
L01626,Current,2024-12-10,7947.92,13
L01627,Current,2024-12-19,4203.33,34
L01628,Charged Off,2024-07-18,1218.28,15
L01629,Current,2024-12-26,8333.33,24
L01630,Current,2024-12-02,6133.33,4
L01631,Current,2024-12-23,1958.33,38
L01632,Current,2024-12-26,10080.0,32
L01633,Current,2024-12-02,2818.33,41
L01634,Late (60-89 days),2024-11-07,7522.54,27
L01635,Current,2024-12-02,2300.0,30
L01636,Late (90+ days),2024-09-13,2664.29,28
L01637,Fully Paid,2024-08-04,0.0,36
L01638,Current,2024-12-01,3710.0,7
L01639,Fully Paid,2024-10-03,0.0,24
L01640,Current,2024-12-17,17437.5,3
L01641,Fully Paid,2024-10-26,0.0,24
L01642,Fully Paid,2024-09-26,0.0,36
L01643,Current,2024-12-08,9316.67,5
L01644,Current,2024-12-06,16858.33,14
L01645,Current,2024-12-20,10933.33,16
L01646,Current,2024-12-10,14329.17,10
L01647,Default,2024-09-09,5689.2,2
L01648,Current,2024-12-02,16555.0,17
L01649,Current,2024-11-30,12665.0,9
L01650,Current,2024-12-30,12444.44,4
L01651,Current,2024-12-27,14391.67,5
L01652,Default,2024-08-02,18396.68,2
L01653,Current,2024-12-24,2887.5,26
L01654,Default,2024-09-03,6045.66,0
L01655,Default,2024-08-01,2792.28,7
L01656,Fully Paid,2024-08-05,0.0,36
L01657,Current,2024-12-21,25000.0,18
L01658,Charged Off,2024-09-20,11413.98,19
L01659,Default,2024-09-03,3774.15,7
L01660,Current,2024-12-23,11187.5,18
L01661,Late (30-59 days),2024-07-24,6852.16,3
L01662,Current,2024-12-25,5468.75,27
L01663,Current,2024-12-06,1575.0,29
L01664,Current,2024-12-25,10655.56,8
L01665,Charged Off,2024-09-09,903.0,28
L01666,Fully Paid,2024-07-12,0.0,24
L01667,Current,2024-12-27,17390.0,13
L01668,Fully Paid,2024-09-15,0.0,36
L01669,Current,2024-11-27,10587.5,27
L01670,Current,2024-12-02,12500.0,16
L01671,Current,2024-12-06,25833.33,17
L01672,Late (90+ days),2024-08-18,8940.01,36
L01673,Fully Paid,2024-10-01,0.0,36
L01674,Current,2024-12-16,10113.33,23
L01675,Current,2024-11-26,3288.89,28
L01676,Current,2024-12-21,862.5,42
L01677,Current,2024-12-01,10833.33,4
L01678,Fully Paid,2024-08-25,0.0,36
L01679,Late (30-59 days),2024-11-15,4154.32,4
L01680,Current,2024-12-10,16570.83,7
L01681,Late (90+ days),2024-10-09,10298.54,9
L01682,Current,2024-12-04,8106.67,22
L01683,Current,2024-12-04,18222.22,16
L01684,Current,2024-12-10,9333.33,8
L01685,Current,2024-11-27,13505.56,10
L01686,Late (60-89 days),2024-10-02,9280.18,38
L01687,Current,2024-12-20,3325.0,17
L01688,Current,2024-12-27,15000.0,9
L01689,Late (30-59 days),2024-07-08,1538.97,2
L01690,Late (90+ days),2024-07-30,4244.47,21
L01691,Current,2024-12-24,11111.11,26
L01692,Current,2024-12-02,5383.33,7
L01693,Current,2024-12-11,8691.67,15
L01694,Current,2024-11-26,23222.22,14
L01695,Fully Paid,2024-11-07,0.0,24
L01696,Fully Paid,2024-08-10,0.0,36
L01697,Current,2024-12-20,25575.0,17
L01698,Current,2024-12-12,1108.33,41
L01699,Late (90+ days),2024-08-20,14135.88,12
L01700,Current,2024-12-27,2837.5,42
L01701,Late (60-89 days),2024-11-04,7183.53,12
L01702,Current,2024-12-07,21166.67,4
L01703,Current,2024-12-11,2800.0,36
L01704,Current,2024-11-30,243.75,45
L01705,Current,2024-12-28,3513.89,31
L01706,Current,2024-12-26,12050.0,18
L01707,Late (90+ days),2024-10-07,13016.35,12
L01708,Current,2024-12-23,20100.0,12
L01709,Current,2024-12-31,8400.0,12
L01710,Default,2024-10-25,1191.25,1
L01711,Late (30-59 days),2024-10-24,15899.59,31
L01712,Current,2024-12-03,7395.83,23
L01713,Current,2024-11-27,21026.67,22
L01714,Current,2024-12-13,7958.33,28
L01715,Current,2024-12-07,4106.25,21
L01716,Current,2024-12-03,16683.33,20
L01717,Current,2024-12-19,2963.89,25
L01718,Current,2024-12-18,14580.56,7
L01719,Current,2024-12-11,7093.33,44
L01720,Current,2024-12-12,11452.78,5
L01721,Current,2024-12-12,23925.0,4
L01722,Current,2024-12-04,21058.33,25
L01723,Default,2024-09-04,6362.39,21
L01724,Current,2024-12-26,1629.17,25
L01725,Charged Off,2024-07-05,10579.41,14
L01726,Current,2024-12-31,13072.22,10
L01727,Current,2024-11-29,18200.0,21
L01728,Current,2024-12-06,3200.0,28
L01729,Late (30-59 days),2024-10-30,7286.04,25
L01730,Current,2024-12-13,16537.5,3
L01731,Current,2024-12-28,14093.75,7
L01732,Fully Paid,2024-08-29,0.0,36
L01733,Current,2024-11-26,2902.78,25
L01734,Default,2024-11-18,1956.86,22
L01735,Current,2024-12-31,7500.0,8
L01736,Late (90+ days),2024-07-11,5226.5,2
L01737,Fully Paid,2024-09-01,0.0,36
L01738,Late (90+ days),2024-11-03,7004.19,15
L01739,Current,2024-12-13,3700.0,27
L01740,Current,2024-12-30,8360.0,3
L01741,Current,2024-12-16,21816.67,3
L01742,Late (60-89 days),2024-08-13,9426.48,15
L01743,Fully Paid,2024-08-23,0.0,36
L01744,Current,2024-12-11,26261.11,7
L01745,Fully Paid,2024-08-26,0.0,36
L01746,Current,2024-12-06,11440.0,27
L01747,Current,2024-12-07,23333.33,10
L01748,Current,2024-12-04,4238.89,22
L01749,Current,2024-11-27,35555.56,4
L01750,Current,2024-12-18,5127.08,25
L01751,Current,2024-12-20,6525.0,39
L01752,Current,2024-12-01,5025.0,12
L01753,Fully Paid,2024-10-27,0.0,24
L01754,Current,2024-12-19,20441.67,4
L01755,Current,2024-11-26,9968.75,19
L01756,Current,2024-12-07,3897.22,13
L01757,Current,2024-12-08,3791.67,23
L01758,Current,2024-12-05,804.17,46
L01759,Current,2024-12-22,3972.22,23
L01760,Current,2024-12-13,4675.0,27
L01761,Current,2024-12-23,400.0,35
L01762,Current,2024-12-23,2108.33,33
L01763,Current,2024-12-31,4900.0,24
L01764,Current,2024-12-27,11275.0,15
L01765,Current,2024-12-30,12333.33,35
L01766,Current,2024-12-22,4666.67,32
L01767,Fully Paid,2024-07-30,0.0,36
L01768,Late (60-89 days),2024-08-12,4444.84,23
L01769,Current,2024-12-23,1187.5,42
L01770,Current,2024-12-26,3888.89,28
L01771,Default,2024-10-27,1659.14,18
L01772,Default,2024-08-17,14106.42,6
L01773,Current,2024-12-02,13958.33,11
L01774,Late (60-89 days),2024-08-15,3187.11,10
L01775,Fully Paid,2024-10-16,0.0,36
L01776,Default,2024-08-07,23162.38,0
L01777,Fully Paid,2024-07-24,0.0,24
L01778,Current,2024-12-04,19416.67,6
L01779,Fully Paid,2024-07-13,0.0,36
L01780,Late (90+ days),2024-08-08,6462.26,4
L01781,Current,2024-12-07,6066.67,22
L01782,Current,2024-12-09,3575.0,37
L01783,Late (60-89 days),2024-10-05,26748.95,28
L01784,Current,2024-12-20,5660.42,35
L01785,Current,2024-12-04,11183.33,5
L01786,Fully Paid,2024-11-30,0.0,24
L01787,Current,2024-11-30,2730.0,18
L01788,Current,2024-12-16,4375.0,45
L01789,Late (60-89 days),2024-07-26,2773.16,14
L01790,Default,2024-09-24,6323.26,12
L01791,Default,2024-08-18,6061.55,11
L01792,Current,2024-11-27,13400.0,18
L01793,Current,2024-12-08,15666.67,6
L01794,Current,2024-12-29,4022.22,28
L01795,Current,2024-12-29,3377.78,17
L01796,Current,2024-12-01,6400.0,32
L01797,Current,2024-12-08,12400.0,12
L01798,Fully Paid,2024-11-03,0.0,24
L01799,Current,2024-12-01,11943.75,27
L01800,Default,2024-11-11,5981.52,5
L01801,Current,2024-12-22,4170.83,34
L01802,Late (30-59 days),2024-07-20,8534.49,18
L01803,Current,2024-12-14,19337.5,9
L01804,Current,2024-12-02,20300.0,18
L01805,Current,2024-11-28,13333.33,16
L01806,Current,2024-12-26,19360.0,28
L01807,Current,2024-11-28,3888.89,22
L01808,Default,2024-11-09,21272.63,7
L01809,Current,2024-12-16,4275.0,12
L01810,Current,2024-12-01,7370.83,19
L01811,Current,2024-12-27,2933.33,37
L01812,Default,2024-07-16,5910.62,12
L01813,Default,2024-07-06,21771.58,1
L01814,Fully Paid,2024-09-13,0.0,36
L01815,Current,2024-12-28,2250.0,31
L01816,Fully Paid,2024-09-05,0.0,24
L01817,Default,2024-07-18,4630.39,0
L01818,Default,2024-11-29,6822.83,3
L01819,Current,2024-12-01,20468.75,23
L01820,Current,2024-12-02,25638.89,10
L01821,Default,2024-07-23,20868.85,18
L01822,Default,2024-08-03,2775.38,7
L01823,Late (60-89 days),2024-07-08,13208.89,31
L01824,Late (90+ days),2024-09-08,2340.28,15
L01825,Current,2024-12-05,2437.5,42
L01826,Current,2024-12-09,2497.92,37
L01827,Current,2024-12-13,3558.33,29
L01828,Current,2024-12-13,11927.78,17
L01829,Current,2024-12-21,21594.44,13
L01830,Default,2024-11-22,7111.93,10
L01831,Default,2024-09-15,5002.34,3
L01832,Current,2024-12-15,5833.33,41
L01833,Current,2024-12-28,2625.0,33
L01834,Current,2024-12-01,3113.89,17
L01835,Fully Paid,2024-07-06,0.0,24
L01836,Fully Paid,2024-10-19,0.0,24
L01837,Current,2024-12-28,3466.67,20
L01838,Charged Off,2024-09-18,4169.6,13
L01839,Current,2024-12-30,20475.0,21
L01840,Default,2024-09-19,14271.91,6
L01841,Default,2024-07-30,10420.08,2
L01842,Current,2024-12-26,2800.0,32
L01843,Late (90+ days),2024-10-30,10390.22,17
L01844,Current,2024-11-29,1662.5,42
L01845,Current,2024-12-27,9216.67,22
L01846,Current,2024-12-14,4106.67,32
L01847,Current,2024-12-15,3033.33,46
L01848,Current,2024-12-23,1805.56,26
L01849,Fully Paid,2024-09-21,0.0,24
L01850,Default,2024-09-22,5377.87,1
L01851,Current,2024-12-15,23333.33,25
L01852,Fully Paid,2024-11-28,0.0,24
L01853,Fully Paid,2024-11-03,0.0,24
L01854,Default,2024-10-18,11590.59,26
L01855,Default,2024-10-24,7514.58,11
L01856,Current,2024-12-03,3813.33,16
L01857,Fully Paid,2024-08-29,0.0,36
L01858,Current,2024-12-20,26473.33,16
L01859,Current,2024-12-15,4958.33,17
L01860,Current,2024-12-16,33333.33,6
L01861,Current,2024-11-30,6110.0,47
L01862,Fully Paid,2024-10-16,0.0,36
L01863,Fully Paid,2024-07-19,0.0,36
L01864,Current,2024-12-29,12700.0,30
L01865,Current,2024-12-10,2216.67,33
L01866,Fully Paid,2024-11-10,0.0,24
