loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose
L01119,B01032,2021-11-13,13300,36,21.83,E,Medical
L01120,B02007,2021-06-03,40000,60,13.62,C,Personal
L01121,B01231,2023-08-20,8600,60,20.97,E,Debt Consolidation
L01122,B00411,2022-06-27,8200,48,9.35,B,Business
L01123,B02306,2022-11-25,11800,60,15.33,D,Auto
L01124,B01820,2024-06-30,17900,48,8.54,A,Home Improvement
L01125,B03093,2023-03-26,9700,36,25.73,F,Auto
L01126,B02592,2024-08-23,40000,36,12.92,C,Personal
L01127,B02503,2021-06-14,25200,48,20.43,E,Personal
L01128,B00662,2022-11-04,10600,36,22.28,E,Debt Consolidation
L01129,B01230,2023-12-29,25200,36,21.14,E,Debt Consolidation
L01130,B01357,2023-02-18,6500,60,26.68,F,Debt Consolidation
L01131,B03093,2022-10-11,6700,36,25.47,F,Debt Consolidation
L01132,B01674,2024-07-07,10000,36,17.23,D,Home Improvement
L01133,B01089,2023-09-27,21900,36,20.9,E,Home Improvement
L01134,B03649,2024-01-14,14000,48,17.61,D,Debt Consolidation
L01135,B03551,2021-03-15,8300,36,14.3,C,Medical
L01136,B01961,2024-06-18,12100,36,20.86,E,Personal
L01137,B03446,2021-05-21,11900,36,26.91,F,Home Improvement
L01138,B00500,2022-04-26,11800,36,14.69,C,Business
L01139,B00326,2024-07-16,13600,36,20.96,E,Business
L01140,B00888,2022-08-12,6800,60,28.67,F,Debt Consolidation
L01141,B00996,2022-04-11,5000,36,12.87,C,Personal
L01142,B03674,2021-07-05,12400,48,26.75,F,Auto
L01143,B03041,2023-06-08,10600,48,23.2,E,Debt Consolidation
L01144,B00929,2021-07-21,10400,36,21.54,E,Debt Consolidation
L01145,B02969,2024-07-21,10900,36,21.39,E,Debt Consolidation
L01146,B04404,2021-07-25,21800,36,22.2,E,Debt Consolidation
L01147,B01923,2023-06-28,26500,48,14.08,C,Business
L01148,B03256,2021-12-07,13600,36,21.18,E,Auto
L01149,B01655,2022-09-06,28500,24,9.03,B,Debt Consolidation
L01150,B00625,2021-03-01,28400,24,16.93,D,Auto
L01151,B04345,2021-04-05,14900,36,21.61,E,Debt Consolidation
L01152,B02372,2022-10-27,29100,36,17.68,D,Home Improvement
L01153,B00059,2021-04-25,22100,60,13.83,C,Debt Consolidation
L01154,B02317,2022-08-24,5400,36,13.24,C,Debt Consolidation
L01155,B01278,2023-01-05,8900,36,17.18,D,Debt Consolidation
L01156,B00687,2023-02-07,14200,48,12.23,C,Auto
L01157,B00533,2023-06-02,15000,60,26.62,F,Debt Consolidation
L01158,B03176,2021-10-26,10500,36,17.26,D,Auto
L01159,B03905,2022-05-16,29600,36,26.24,F,Debt Consolidation
L01160,B04498,2023-12-24,40000,36,17.44,D,Personal
L01161,B03853,2023-04-24,10200,36,11.9,B,Medical
L01162,B03405,2024-03-05,16600,36,16.97,D,Debt Consolidation
L01163,B02769,2022-01-04,21100,36,14.14,C,Personal
L01164,B02925,2021-12-15,7400,36,27.6,F,Home Improvement
L01165,B02656,2021-12-25,2200,60,20.63,E,Debt Consolidation
L01166,B02141,2021-06-11,13600,24,25.46,F,Debt Consolidation
L01167,B00574,2024-06-02,9200,36,26.11,F,Personal
L01168,B01566,2023-02-23,11700,60,22.65,E,Debt Consolidation
L01169,B01806,2024-06-23,30200,48,7.47,A,Debt Consolidation
L01170,B00437,2022-05-09,7000,36,16.81,D,Personal
L01171,B03082,2023-10-17,29900,36,12.9,C,Business
L01172,B02504,2024-04-09,11200,60,16.05,D,Debt Consolidation
L01173,B02463,2021-10-21,20100,24,25.89,F,Auto
L01174,B03590,2022-04-21,12400,48,21.27,E,Business
L01175,B01399,2023-08-03,23800,60,21.04,E,Debt Consolidation
L01176,B01555,2024-07-30,23600,24,16.68,D,Home Improvement
L01177,B02752,2022-06-05,10200,48,8.53,A,Debt Consolidation
L01178,B02930,2023-07-31,5900,60,10.03,B,Auto
L01179,B03828,2022-06-07,16000,48,25.62,F,Debt Consolidation
L01180,B03922,2024-09-27,28000,36,22.04,E,Debt Consolidation
L01181,B03267,2021-01-20,32400,60,7.17,A,Personal
L01182,B02694,2023-08-11,29600,48,16.72,D,Auto
L01183,B02945,2022-08-13,5900,48,25.89,F,Home Improvement
L01184,B03498,2024-01-25,5700,48,16.95,D,Personal
L01185,B04072,2021-11-20,21100,24,14.71,C,Business
L01186,B01975,2021-06-01,6200,36,22.52,E,Medical
L01187,B00867,2023-06-24,36300,24,17.32,D,Personal
L01188,B01054,2022-12-09,17000,36,16.51,D,Business
L01189,B02535,2024-04-18,26600,24,26.89,F,Medical
L01190,B00028,2022-09-05,38900,36,22.87,E,Personal
L01191,B03218,2024-08-01,25500,36,17.44,D,Business
L01192,B02336,2023-05-19,10300,60,17.18,D,Auto
L01193,B02998,2022-05-28,26600,48,12.59,C,Home Improvement
L01194,B02158,2023-07-25,15100,48,10.93,B,Home Improvement
L01195,B02692,2022-09-11,16900,36,17.59,D,Debt Consolidation
L01196,B03343,2022-02-12,29100,36,17.08,D,Debt Consolidation
L01197,B01556,2023-02-27,31400,36,9.08,B,Auto
L01198,B00276,2023-09-17,10500,48,22.16,E,Personal
L01199,B02737,2021-08-07,4900,48,17.31,D,Auto
L01200,B03683,2022-05-01,23000,24,21.69,E,Business
L01201,B01348,2023-02-21,9800,48,13.82,C,Home Improvement
L01202,B03090,2024-03-17,22200,48,6.72,A,Debt Consolidation
L01203,B02173,2023-01-06,22400,48,10.14,B,Personal
L01204,B03392,2024-03-23,20100,36,10.61,B,Debt Consolidation
L01205,B00153,2022-08-29,16200,36,13.27,C,Personal
L01206,B01605,2022-08-28,5100,36,17.04,D,Home Improvement
L01207,B02068,2021-02-14,19800,36,16.46,D,Personal
L01208,B01827,2024-09-10,14100,36,21.38,E,Home Improvement
L01209,B00247,2023-03-22,22600,36,18.56,D,Debt Consolidation
L01210,B01371,2022-07-17,16700,36,17.05,D,Debt Consolidation
L01211,B03548,2021-01-17,10300,24,13.22,C,Personal
L01212,B01692,2024-03-05,7300,36,16.11,D,Home Improvement
L01213,B02151,2021-04-11,19100,36,21.88,E,Personal
L01214,B02645,2024-05-26,28000,36,21.53,E,Debt Consolidation
L01215,B03391,2023-10-15,9900,36,26.68,F,Medical
L01216,B02399,2022-08-10,16800,48,12.82,C,Vacation
L01217,B02282,2022-04-17,21400,60,21.3,E,Debt Consolidation
L01218,B01671,2024-05-28,11500,36,26.41,F,Personal
L01219,B00037,2022-12-23,25500,36,19.88,E,Debt Consolidation
L01220,B03417,2022-03-25,7900,60,26.81,F,Auto
L01221,B01628,2024-07-27,40000,48,12.1,B,Home Improvement
L01222,B02340,2022-01-25,12000,36,26.76,F,Personal
L01223,B01372,2024-06-25,7100,48,17.39,D,Debt Consolidation
L01224,B00677,2022-05-29,7500,36,12.81,C,Medical
L01225,B00253,2024-09-12,11200,48,25.19,F,Debt Consolidation
L01226,B02865,2021-10-08,28800,60,17.3,D,Business
L01227,B01617,2024-07-10,14600,36,10.12,B,Debt Consolidation
L01228,B02017,2021-07-18,33700,60,7.49,A,Debt Consolidation
L01229,B02232,2024-07-09,8700,36,6.75,A,Personal
L01230,B00761,2024-08-16,40000,36,9.82,B,Medical
L01231,B03287,2021-03-22,19100,36,15.6,C,Personal
L01232,B00393,2022-09-25,13400,48,27.17,F,Debt Consolidation
L01233,B03092,2023-06-22,22300,24,17.08,D,Medical
L01234,B03543,2021-03-10,10600,48,26.16,F,Personal
L01235,B00431,2024-04-01,35900,48,12.6,B,Debt Consolidation
L01236,B03731,2023-01-18,25000,36,13.41,C,Personal
L01237,B00997,2021-09-27,21000,36,7.77,A,Personal
L01238,B01092,2021-07-04,13100,36,14.64,C,Personal
L01239,B01101,2022-08-28,18800,48,25.88,F,Personal
L01240,B00102,2022-11-01,35700,60,14.5,C,Medical
L01241,B02700,2023-05-01,9700,36,17.97,D,Auto
L01242,B00893,2021-12-26,20300,48,15.83,D,Personal
L01243,B02261,2022-02-16,16000,36,13.83,C,Debt Consolidation
L01244,B01789,2021-09-28,34600,36,26.36,F,Auto
L01245,B02181,2024-01-10,14900,36,16.48,D,Vacation
L01246,B03097,2023-01-20,7300,48,26.58,F,Debt Consolidation
L01247,B03685,2023-12-24,23700,60,17.88,D,Personal
L01248,B01781,2023-10-25,14700,60,10.79,B,Auto
L01249,B03615,2022-07-13,10900,36,15.88,D,Personal
L01250,B04014,2021-12-03,21800,48,13.74,C,Business
L01251,B01280,2022-06-11,30300,24,21.19,E,Home Improvement
L01252,B04009,2023-09-14,19000,36,21.72,E,Personal
L01253,B03287,2022-08-28,21500,36,17.89,D,Debt Consolidation
L01254,B02682,2022-11-25,16400,36,22.42,E,Medical
L01255,B02629,2021-08-24,13200,48,10.08,B,Debt Consolidation
L01256,B00539,2023-08-18,18700,36,12.78,C,Vacation
L01257,B01781,2021-06-04,19600,60,16.94,D,Debt Consolidation
L01258,B03527,2021-10-16,8600,36,10.7,B,Debt Consolidation
L01259,B02349,2022-04-08,39800,36,6.89,A,Home Improvement
L01260,B01961,2023-03-25,11300,36,18.25,D,Personal
L01261,B03092,2024-02-16,34000,36,13.44,C,Home Improvement
L01262,B03563,2023-01-20,4800,60,28.23,F,Home Improvement
L01263,B02305,2021-07-04,10000,36,16.8,D,Personal
L01264,B02501,2023-03-20,23300,60,17.2,D,Business
L01265,B02486,2021-01-29,16800,36,16.28,D,Business
L01266,B02446,2022-06-26,28900,36,22.23,E,Debt Consolidation
L01267,B00649,2024-01-04,21300,36,22.07,E,Personal
L01268,B02270,2021-09-11,12400,60,25.79,F,Personal
L01269,B03816,2023-07-21,19900,24,26.69,F,Personal
L01270,B01552,2023-01-25,29800,60,21.87,E,Debt Consolidation
L01271,B01303,2022-06-21,13100,36,22.03,E,Personal
L01272,B02633,2024-04-12,40000,36,14.9,C,Auto
L01273,B02533,2023-02-20,19400,48,23.35,E,Debt Consolidation
L01274,B01269,2024-07-31,18600,36,13.68,C,Debt Consolidation
L01275,B01774,2023-01-31,10000,24,22.35,E,Debt Consolidation
L01276,B03090,2021-08-10,20300,60,7.06,A,Medical
L01277,B03628,2022-04-24,13300,36,23.02,E,Medical
L01278,B01167,2023-08-24,39600,36,21.32,E,Debt Consolidation
L01279,B02549,2021-02-21,6400,36,21.93,E,Auto
L01280,B01551,2024-06-22,39600,24,10.48,B,Home Improvement
L01281,B02141,2024-02-24,8900,36,22.51,E,Personal
L01282,B03521,2022-11-03,6900,36,15.68,D,Home Improvement
L01283,B03655,2024-06-03,38000,48,10.08,B,Home Improvement
L01284,B00621,2022-03-30,11900,36,26.92,F,Medical
L01285,B02524,2024-08-19,22000,48,27.76,F,Personal
L01286,B00171,2021-05-10,26800,36,20.33,E,Debt Consolidation
L01287,B02420,2024-07-25,22000,24,21.86,E,Debt Consolidation
L01288,B02780,2023-08-09,19500,36,21.02,E,Business
L01289,B01417,2022-09-11,20800,48,9.47,B,Debt Consolidation
L01290,B00939,2024-08-22,21700,48,21.88,E,Auto
L01291,B02032,2023-04-17,29800,36,11.97,B,Home Improvement
L01292,B03178,2021-08-27,5700,24,26.61,F,Debt Consolidation
L01293,B02772,2021-10-14,18400,48,11.22,B,Auto
L01294,B03797,2021-04-03,14100,60,16.39,D,Medical
L01295,B02885,2021-03-18,25600,48,9.31,B,Debt Consolidation
L01296,B01732,2022-09-16,13000,36,9.94,B,Debt Consolidation
L01297,B01273,2023-10-06,4400,48,10.69,B,Medical
L01298,B01753,2021-08-26,36700,48,13.41,C,Home Improvement
L01299,B01957,2021-07-19,10200,36,25.54,F,Personal
L01300,B03488,2022-04-26,13100,36,16.25,D,Home Improvement
L01301,B01692,2024-01-06,6800,36,22.09,E,Home Improvement
L01302,B04166,2021-10-05,34900,36,27.69,F,Debt Consolidation
L01303,B01258,2023-03-07,17600,60,17.31,D,Personal
L01304,B00432,2023-07-19,7200,60,17.09,D,Debt Consolidation
L01305,B04266,2023-01-30,10200,36,13.01,C,Personal
L01306,B02084,2024-01-12,6000,36,11.59,C,Personal
L01307,B03906,2023-05-09,5600,48,11.48,B,Medical
L01308,B04355,2024-04-17,13800,36,16.96,D,Business
L01309,B02299,2021-11-13,17400,36,28.44,F,Medical
L01310,B02105,2023-04-30,14600,36,10.3,B,Personal
L01311,B01185,2024-09-03,8900,36,10.64,B,Debt Consolidation
L01312,B00437,2021-07-22,19300,24,16.94,D,Home Improvement
L01313,B04326,2023-09-30,13800,48,16.36,D,Personal
L01314,B02400,2024-06-14,5800,24,22.36,E,Personal
L01315,B00622,2023-04-16,10600,60,9.66,B,Debt Consolidation
L01316,B03714,2022-07-27,9600,60,10.43,B,Vacation
L01317,B00635,2021-03-09,8800,48,25.89,F,Debt Consolidation
L01318,B03013,2023-01-29,22600,36,26.28,F,Personal
L01319,B01994,2022-03-21,23800,36,17.39,D,Personal
L01320,B02676,2023-06-28,18100,48,18.77,D,Personal
L01321,B02341,2023-06-30,19700,60,11.45,B,Personal
L01322,B01410,2022-04-29,14000,36,17.31,D,Debt Consolidation
L01323,B03817,2023-01-13,23500,36,13.82,C,Vacation
L01324,B00829,2021-07-23,26900,36,15.56,D,Vacation
L01325,B02282,2023-01-23,16700,36,18.16,D,Home Improvement
L01326,B00537,2024-01-21,39100,36,8.06,A,Debt Consolidation
L01327,B01403,2024-08-13,24300,60,11.14,B,Debt Consolidation
L01328,B00805,2023-01-05,17100,36,24.56,F,Debt Consolidation
L01329,B03282,2021-05-05,14500,36,21.74,E,Personal
L01330,B00852,2023-03-27,29900,60,9.89,B,Home Improvement
L01331,B02226,2022-07-20,40000,36,13.56,C,Home Improvement
L01332,B00556,2022-01-24,12600,60,21.33,E,Home Improvement
L01333,B03144,2021-09-08,10200,24,13.8,C,Medical
L01334,B04324,2023-07-21,13400,60,13.63,C,Debt Consolidation
L01335,B01865,2021-07-07,40000,36,12.68,C,Personal
L01336,B04350,2024-09-19,24900,60,11.1,B,Personal
L01337,B02095,2022-03-11,7000,36,26.03,F,Vacation
L01338,B03479,2024-08-07,21000,36,17.61,D,Auto
L01339,B02931,2024-08-02,13100,36,12.9,C,Personal
L01340,B02628,2024-05-07,27600,36,13.08,C,Auto
L01341,B00254,2021-02-13,9600,36,13.47,C,Vacation
L01342,B03521,2021-04-14,6100,60,21.53,E,Medical
L01343,B00059,2022-11-15,10500,36,10.44,B,Debt Consolidation
L01344,B03703,2022-05-14,16000,48,16.37,D,Personal
L01345,B01722,2021-09-15,20200,36,18.88,D,Auto
L01346,B02608,2024-03-02,18400,60,16.51,D,Personal
L01347,B00265,2022-02-25,10700,36,9.71,B,Home Improvement
L01348,B01708,2021-05-21,20800,60,16.14,D,Debt Consolidation
L01349,B03215,2024-02-10,40000,36,6.9,A,Personal
L01350,B02294,2022-03-01,17100,36,20.47,E,Home Improvement
L01351,B03288,2024-04-15,8500,36,26.89,F,Home Improvement
L01352,B02485,2022-03-19,7200,48,21.05,E,Medical
L01353,B02736,2022-04-23,32600,48,10.8,B,Debt Consolidation
L01354,B02524,2022-11-04,16100,48,26.0,F,Personal
L01355,B03456,2021-10-30,26300,24,7.86,A,Medical
L01356,B00938,2024-05-05,38600,48,11.74,B,Personal
L01357,B00878,2021-01-06,6100,60,16.11,D,Home Improvement
L01358,B02705,2022-07-22,7000,36,17.94,D,Debt Consolidation
L01359,B00547,2021-10-24,3000,24,22.42,E,Personal
L01360,B02463,2021-09-24,11900,48,22.08,E,Vacation
L01361,B03204,2024-01-12,24800,36,20.93,E,Auto
L01362,B04494,2022-05-29,7400,48,12.23,C,Personal
L01363,B03579,2021-12-24,23900,36,9.74,B,Home Improvement
L01364,B03632,2021-08-14,30800,60,22.54,E,Debt Consolidation
L01365,B02216,2024-09-15,17400,60,14.36,C,Personal
L01366,B03847,2021-02-22,16800,48,26.3,F,Debt Consolidation
L01367,B00230,2021-09-27,25300,36,10.86,B,Medical
L01368,B01428,2021-01-31,24000,36,17.7,D,Home Improvement
L01369,B01700,2023-01-04,8600,60,13.66,C,Home Improvement
L01370,B03970,2022-05-03,16700,48,12.48,C,Debt Consolidation
L01371,B03066,2024-04-20,7300,48,26.36,F,Home Improvement
L01372,B02146,2022-10-26,39700,36,13.01,C,Personal
L01373,B00007,2021-02-02,40000,36,16.72,D,Debt Consolidation
L01374,B04273,2021-12-23,11900,36,13.69,C,Personal
L01375,B01230,2022-06-28,19800,36,17.01,D,Personal
L01376,B04395,2021-04-18,9500,48,15.77,D,Home Improvement
L01377,B01824,2021-09-17,32400,48,18.25,D,Debt Consolidation
L01378,B03985,2023-05-13,38800,24,9.84,B,Medical
L01379,B02277,2023-12-14,24000,48,16.38,D,Debt Consolidation
L01380,B02944,2021-08-21,27600,60,25.35,F,Personal
L01381,B00631,2021-05-11,19800,48,17.54,D,Home Improvement
L01382,B00270,2023-09-03,10000,36,25.44,F,Personal
L01383,B04177,2023-07-08,16300,36,21.44,E,Home Improvement
L01384,B03772,2023-01-12,39400,60,27.25,F,Debt Consolidation
L01385,B00501,2023-11-18,15700,36,15.98,C,Vacation
L01386,B02751,2024-04-30,19100,60,17.38,D,Debt Consolidation
L01387,B01313,2021-08-12,19900,48,17.15,D,Debt Consolidation
L01388,B02154,2023-07-15,15600,60,15.19,C,Home Improvement
L01389,B00609,2023-10-29,7500,60,26.1,F,Business
L01390,B03044,2022-03-30,35000,48,18.03,D,Debt Consolidation
L01391,B01664,2024-06-13,6900,24,21.27,E,Personal
L01392,B03295,2021-03-30,13800,36,23.9,E,Home Improvement
L01393,B01998,2024-09-11,32200,24,14.86,C,Debt Consolidation
L01394,B02430,2023-12-04,6300,36,25.87,F,Personal
L01395,B04200,2022-09-10,13100,24,14.28,C,Home Improvement
L01396,B02712,2023-07-28,17600,36,26.27,F,Personal
L01397,B03186,2024-08-10,9800,24,17.46,D,Debt Consolidation
L01398,B01532,2021-03-05,16900,36,21.92,E,Business
L01399,B04217,2021-05-05,21700,60,11.63,C,Debt Consolidation
L01400,B03707,2023-09-08,20000,48,17.79,D,Personal
L01401,B03075,2023-04-03,14000,60,25.22,F,Medical
L01402,B00676,2023-05-24,33400,36,14.09,C,Debt Consolidation
L01403,B01655,2021-08-10,22500,36,8.05,A,Debt Consolidation
L01404,B04157,2023-10-02,8400,36,17.44,D,Debt Consolidation
L01405,B03545,2023-06-28,36900,36,21.64,E,Auto
L01406,B03819,2021-05-31,14200,48,17.59,D,Personal
L01407,B03444,2021-06-15,22900,24,13.86,C,Auto
L01408,B01048,2022-10-22,14400,36,9.6,B,Home Improvement
L01409,B02454,2024-05-30,12900,48,21.06,E,Vacation
L01410,B01332,2021-10-31,19100,48,16.59,D,Home Improvement
L01411,B04083,2021-05-15,6900,48,12.71,C,Auto
L01412,B02661,2021-09-16,25100,36,14.38,C,Home Improvement
L01413,B02263,2022-07-18,21200,36,26.35,F,Debt Consolidation
L01414,B04358,2024-07-02,20100,24,21.15,E,Debt Consolidation
L01415,B00764,2024-07-20,31100,60,26.6,F,Debt Consolidation
L01416,B02368,2024-04-13,9300,60,24.46,F,Debt Consolidation
L01417,B03409,2024-01-29,13800,24,17.0,D,Home Improvement
L01418,B01685,2022-10-28,15700,36,11.15,B,Debt Consolidation
L01419,B04465,2023-02-20,20500,48,21.32,E,Home Improvement
L01420,B00870,2024-05-08,20000,36,12.69,C,Debt Consolidation
L01421,B02734,2023-12-23,30300,60,25.85,F,Home Improvement
L01422,B00914,2022-08-27,27700,48,22.0,E,Business
L01423,B03132,2023-07-19,4800,36,21.72,E,Home Improvement
L01424,B01631,2023-11-02,29600,24,16.45,D,Debt Consolidation
L01425,B00543,2024-05-24,12200,48,14.25,C,Debt Consolidation
L01426,B02204,2023-06-01,6400,36,18.87,D,Auto
L01427,B02936,2021-07-23,25800,48,26.95,F,Debt Consolidation
L01428,B00752,2021-08-23,14300,36,13.35,C,Home Improvement
L01429,B02112,2024-09-02,38600,36,18.76,E,Auto
L01430,B00421,2024-08-26,12100,48,17.59,D,Debt Consolidation
L01431,B02371,2024-02-04,19600,36,13.73,C,Home Improvement
L01432,B01487,2022-03-17,11500,36,21.24,E,Debt Consolidation
L01433,B00547,2023-05-31,8700,36,23.29,E,Debt Consolidation
L01434,B02558,2023-07-14,12600,48,22.6,E,Debt Consolidation
L01435,B01572,2022-04-13,6700,48,17.32,D,Home Improvement
L01436,B00454,2023-04-28,30400,36,9.14,B,Auto
L01437,B02692,2022-11-26,21400,48,16.58,D,Home Improvement
L01438,B01758,2023-07-18,5400,36,26.44,F,Home Improvement
L01439,B04370,2023-03-28,10000,36,13.33,C,Debt Consolidation
L01440,B00060,2023-05-02,20200,48,26.83,F,Debt Consolidation
L01441,B04438,2021-07-14,38900,48,12.79,C,Home Improvement
L01442,B01418,2022-10-03,5900,36,9.56,B,Medical
L01443,B02161,2023-05-25,29300,36,14.61,C,Debt Consolidation
L01444,B01339,2022-10-03,9200,24,12.4,C,Personal
L01445,B00467,2024-09-24,14100,60,28.37,F,Medical
L01446,B02311,2022-06-07,20300,24,10.74,B,Home Improvement
L01447,B02472,2023-02-06,15100,36,22.03,E,Personal
L01448,B00720,2021-11-09,11700,36,26.34,F,Personal
L01449,B01236,2023-08-30,20800,36,27.04,F,Debt Consolidation
L01450,B00563,2021-05-18,12500,48,14.49,C,Debt Consolidation
L01451,B00983,2021-07-06,21600,36,7.93,A,Debt Consolidation
L01452,B02967,2021-06-24,10600,36,9.74,B,Debt Consolidation
L01453,B02336,2021-07-10,10800,24,15.34,D,Auto
L01454,B01731,2023-06-04,25600,36,13.67,C,Personal
L01455,B04340,2021-07-17,21800,36,16.91,D,Auto
L01456,B03048,2023-02-03,13300,36,26.8,F,Debt Consolidation
L01457,B01358,2021-09-24,11800,36,22.18,E,Auto
L01458,B02376,2024-02-14,10500,48,20.85,E,Debt Consolidation
L01459,B02763,2021-05-03,23700,48,19.76,E,Debt Consolidation
L01460,B01786,2024-04-16,8700,36,26.47,F,Personal
L01461,B01963,2024-02-25,9200,36,13.29,C,Business
L01462,B01189,2024-02-25,9200,36,20.69,E,Home Improvement
L01463,B02679,2022-11-07,10600,36,22.19,E,Home Improvement
L01464,B03008,2021-09-08,7000,60,21.65,E,Home Improvement
L01465,B03124,2023-04-22,14100,60,22.52,E,Home Improvement
L01466,B03144,2022-12-26,25000,48,22.2,E,Debt Consolidation
L01467,B02801,2024-09-24,14900,36,27.3,F,Home Improvement
L01468,B00324,2023-05-17,10900,48,16.7,D,Home Improvement
L01469,B03684,2021-04-16,19500,36,12.23,C,Auto
L01470,B02203,2022-08-13,5700,48,21.22,E,Debt Consolidation
L01471,B01795,2024-05-14,6600,36,22.55,E,Personal
L01472,B02249,2022-10-02,13300,36,16.23,D,Personal
L01473,B02343,2022-12-22,34200,24,13.84,C,Home Improvement
L01474,B03394,2021-08-01,9100,36,20.28,E,Personal
L01475,B03401,2024-03-29,9800,48,25.88,F,Personal
L01476,B01976,2023-11-06,33400,48,14.92,C,Home Improvement
L01477,B03046,2022-03-12,20000,60,14.49,C,Debt Consolidation
L01478,B01308,2021-11-13,13300,60,17.1,D,Auto
L01479,B01456,2024-09-06,25400,24,21.34,E,Vacation
L01480,B00963,2023-09-15,36000,36,13.7,C,Debt Consolidation
L01481,B01718,2022-04-05,9700,36,16.49,D,Medical
L01482,B02430,2021-08-10,7400,60,16.95,D,Personal
L01483,B02540,2022-12-19,10700,36,21.76,E,Home Improvement
L01484,B03619,2024-02-14,8300,24,13.53,C,Medical
L01485,B02379,2023-01-23,7600,36,13.28,C,Business
L01486,B00875,2021-08-24,14000,60,21.34,E,Debt Consolidation
L01487,B03671,2022-07-25,11700,60,15.9,D,Home Improvement
L01488,B02206,2024-03-21,10700,36,15.18,C,Medical
L01489,B01140,2022-04-09,14900,60,13.84,C,Home Improvement
L01490,B03592,2023-05-29,26200,24,12.99,C,Debt Consolidation
L01491,B02674,2024-02-23,25400,36,15.76,D,Business
L01492,B01546,2024-06-27,19900,48,10.79,B,Debt Consolidation
L01493,B02844,2024-06-10,10500,36,22.09,E,Personal
L01494,B00266,2024-08-09,20200,36,20.85,E,Home Improvement
L01495,B00102,2024-02-15,23500,60,16.98,D,Home Improvement
L01496,B02757,2021-02-23,25400,48,17.97,D,Debt Consolidation
L01497,B03974,2024-06-01,15200,60,22.93,E,Debt Consolidation
L01498,B01535,2024-09-09,5200,36,15.77,D,Debt Consolidation
L01499,B02270,2022-07-02,17500,36,20.31,E,Auto
L01500,B02963,2021-03-01,10800,36,16.09,D,Personal
L01501,B02484,2022-01-05,12600,60,17.85,D,Auto
L01502,B01214,2022-07-14,25500,36,11.68,B,Personal
L01503,B02993,2022-09-25,16500,36,27.33,F,Debt Consolidation
L01504,B04430,2022-11-27,14200,36,21.01,E,Vacation
L01505,B00907,2022-12-20,6500,48,18.06,D,Debt Consolidation
L01506,B01582,2021-01-13,20200,36,9.84,B,Home Improvement
L01507,B01605,2022-01-07,6500,24,17.35,D,Personal
L01508,B00570,2021-10-21,24500,36,21.09,E,Debt Consolidation
L01509,B01546,2024-03-05,12500,36,10.23,B,Debt Consolidation
L01510,B00909,2024-09-08,13500,36,6.91,A,Medical
L01511,B04463,2023-04-01,15900,36,13.77,C,Debt Consolidation
L01512,B04084,2021-05-23,24000,60,27.14,F,Personal
L01513,B03341,2021-10-18,17300,24,17.06,D,Medical
L01514,B02426,2024-07-20,10700,24,21.12,E,Vacation
L01515,B03219,2021-03-04,19000,36,17.93,D,Debt Consolidation
L01516,B02166,2021-07-07,6800,60,14.34,C,Debt Consolidation
L01517,B01014,2023-12-23,22500,24,19.34,D,Auto
L01518,B03207,2022-03-17,40000,60,7.23,A,Debt Consolidation
L01519,B01873,2023-02-10,29600,60,17.77,D,Personal
L01520,B00206,2023-05-10,15100,36,14.08,C,Personal
L01521,B00816,2023-07-19,13000,36,17.57,D,Personal
L01522,B00066,2022-11-30,14500,48,16.58,D,Personal
L01523,B04046,2021-11-19,38000,48,9.26,B,Medical
L01524,B02052,2023-01-28,40000,48,16.9,D,Debt Consolidation
L01525,B00003,2022-10-01,6900,60,20.62,E,Personal
L01526,B00325,2022-10-27,22800,36,9.99,B,Debt Consolidation
L01527,B00605,2024-03-08,25200,48,13.59,C,Debt Consolidation
L01528,B02583,2024-05-06,15100,36,26.48,F,Debt Consolidation
L01529,B02647,2021-06-23,19400,36,13.77,C,Personal
L01530,B03123,2021-04-18,16200,48,12.5,C,Vacation
L01531,B03115,2021-11-15,29100,36,10.56,B,Auto
L01532,B03276,2021-11-19,20200,24,14.65,C,Debt Consolidation
L01533,B00347,2024-06-19,5500,36,21.37,E,Personal
L01534,B04155,2021-04-12,22300,36,21.9,E,Debt Consolidation
L01535,B02728,2021-06-17,26100,60,26.73,F,Auto
L01536,B02559,2022-07-12,40000,36,14.18,C,Medical
L01537,B03390,2023-06-27,17000,48,26.85,F,Debt Consolidation
L01538,B03444,2024-09-17,9400,36,9.69,B,Debt Consolidation
L01539,B02255,2023-05-19,8700,36,20.56,E,Debt Consolidation
L01540,B00111,2023-09-22,12200,36,16.72,D,Debt Consolidation
L01541,B00023,2024-05-28,22200,36,18.24,D,Personal
L01542,B03817,2023-06-25,12200,36,16.86,D,Debt Consolidation
L01543,B01964,2023-04-29,25500,60,13.65,C,Debt Consolidation
L01544,B01708,2022-07-14,26800,36,13.57,C,Personal
L01545,B03083,2022-03-18,12000,36,5.36,A,Medical
L01546,B03816,2023-11-16,20500,24,21.73,E,Home Improvement
L01547,B00747,2021-08-22,12800,24,17.8,D,Home Improvement
L01548,B00515,2022-12-08,26300,24,13.63,C,Debt Consolidation
L01549,B03040,2023-05-31,12600,48,16.67,D,Home Improvement
L01550,B02857,2021-08-16,15900,36,13.63,C,Debt Consolidation
L01551,B02342,2022-08-04,13100,36,16.08,D,Vacation
